date_id,customer_id,product_id,channel_id,store_id,billing_address_id,shipping_address_id,order_number,quantity,unit_price,discount_amount,net_amount
20250826,125,2,1,,2981.0,1512,1000000025,3,15750.0,2362.5,44887.5
20250826,125,1,1,,2981.0,1512,1000000025,2,12600.0,0.0,25200.0
20241212,1201,2,1,,4164.0,1297,1000000026,1,15000.0,1500.0,13500.0
20241202,1055,1,1,,3321.0,2858,1000000027,2,12000.0,1200.0,22800.0
20240517,382,1,1,,1338.0,2419,1000000028,1,12000.0,0.0,12000.0
20250914,1456,2,1,,1410.0,2421,1000000029,2,16500.0,660.0,32340.0
20250914,1456,1,1,,1410.0,2421,1000000029,3,12000.0,3600.0,32400.0
20250609,1377,1,2,4.0,3581.0,4,1000000030,3,12000.0,1800.0,34200.0
20250510,1375,1,2,4.0,1924.0,4,1000000031,2,12000.0,480.0,23520.0
20250315,821,2,1,,3181.0,1920,1000000032,2,15000.0,3000.0,27000.0
20240608,1475,2,2,4.0,3312.0,4,1000000033,1,15000.0,300.0,14700.0
20241117,634,2,2,2.0,2156.0,2,1000000034,3,15750.0,2362.5,44887.5
20241117,634,2,2,2.0,2156.0,2,1000000034,3,15000.0,4500.0,40500.0
20240112,585,1,2,1.0,3436.0,1,1000000035,2,12000.0,2400.0,21600.0
20240924,180,1,1,,4138.0,2859,1000000036,2,12000.0,1200.0,22800.0
20240924,180,2,1,,4138.0,2859,1000000036,2,15000.0,3000.0,27000.0
20240126,482,1,1,,2544.0,3321,1000000037,2,12600.0,504.0,24696.0
20240202,620,1,2,1.0,1303.0,1,1000000038,1,12000.0,240.0,11760.0
20240523,603,1,2,1.0,4130.0,1,1000000039,3,10800.0,3240.0,29160.0
20240523,603,2,2,1.0,4130.0,1,1000000039,2,15000.0,0.0,30000.0
20240304,1028,1,1,,3284.0,2145,1000000040,1,12000.0,600.0,11400.0
20240114,1005,2,2,3.0,,3,1000000041,1,15000.0,750.0,14250.0
20240114,1005,1,2,3.0,,3,1000000041,1,10800.0,540.0,10260.0
20240927,790,1,1,,1738.0,1029,1000000042,1,10800.0,540.0,10260.0
20240521,665,1,1,,3226.0,3039,1000000043,3,13200.0,0.0,39600.0
20250902,562,2,1,,,2131,1000000044,2,15000.0,600.0,29400.0
20250902,562,2,1,,,2131,1000000044,3,15000.0,900.0,44100.0
20240201,998,1,1,,3026.0,2980,1000000045,3,12000.0,0.0,36000.0
20240112,276,2,1,,,1489,1000000046,2,16500.0,0.0,33000.0
20240308,1469,1,2,2.0,,2,1000000047,1,12000.0,1200.0,10800.0
20240913,408,1,2,2.0,3365.0,2,1000000048,2,12000.0,480.0,23520.0
20240811,1360,2,2,2.0,1174.0,2,1000000049,3,13500.0,0.0,40500.0
20240725,1423,2,1,,2103.0,1661,1000000050,2,15000.0,1500.0,28500.0
20240915,741,2,1,,2340.0,2863,1000000051,2,15750.0,630.0,30870.0
20241104,969,1,1,,,2608,1000000052,3,12000.0,720.0,35280.0
20241104,969,1,1,,,2608,1000000052,3,12000.0,720.0,35280.0
20240810,729,2,1,,3595.0,1454,1000000053,2,15000.0,3000.0,27000.0
20240316,251,1,2,4.0,3465.0,4,1000000054,1,12600.0,252.0,12348.0
20250723,1087,2,2,1.0,3305.0,1,1000000055,3,15000.0,2250.0,42750.0
20250412,659,1,1,,3446.0,2887,1000000056,2,12000.0,0.0,24000.0
20250412,659,2,1,,3446.0,2887,1000000056,3,16500.0,2475.0,47025.0
20250221,338,2,2,4.0,1626.0,4,1000000057,1,15000.0,750.0,14250.0
20250221,338,2,2,4.0,1626.0,4,1000000057,1,15750.0,1575.0,14175.0
20240921,1068,2,1,,3.0,3071,1000000058,1,16500.0,1650.0,14850.0
20240921,1068,2,1,,3.0,3071,1000000058,2,15000.0,1500.0,28500.0
20240701,958,1,1,,2973.0,3535,1000000059,3,12000.0,1800.0,34200.0
20240701,958,2,1,,2973.0,3535,1000000059,2,15000.0,0.0,30000.0
20240225,428,1,2,4.0,1333.0,4,1000000060,3,10800.0,3240.0,29160.0
20250301,1337,1,1,,1294.0,1084,1000000061,1,12000.0,0.0,12000.0
20241223,1442,2,2,3.0,1692.0,3,1000000062,3,15000.0,0.0,45000.0
20240530,939,1,1,,4168.0,1406,1000000063,3,12600.0,756.0,37044.0
20250304,1409,2,1,,4171.0,1307,1000000064,1,16500.0,1650.0,14850.0
20240917,1062,1,1,,3633.0,2399,1000000065,3,12000.0,720.0,35280.0
20240126,988,1,1,,2187.0,1134,1000000066,3,12000.0,720.0,35280.0
20250411,778,2,1,,2598.0,2248,1000000067,1,15000.0,300.0,14700.0
20241201,77,2,1,,2743.0,1620,1000000068,1,15750.0,315.0,15435.0
20241201,77,1,1,,2743.0,1620,1000000068,2,12000.0,0.0,24000.0
20241201,77,2,1,,2743.0,1620,1000000068,3,15000.0,0.0,45000.0
20240612,700,2,1,,2468.0,1476,1000000069,3,15000.0,900.0,44100.0
20250725,425,1,1,,3743.0,1428,1000000070,1,12000.0,0.0,12000.0
20240722,1271,1,2,3.0,2518.0,3,1000000071,1,12000.0,240.0,11760.0
20240202,1129,2,1,,3121.0,3536,1000000072,1,13500.0,675.0,12825.0
20241207,1224,2,1,,1481.0,2119,1000000073,1,15750.0,315.0,15435.0
20241214,446,1,1,,4068.0,3064,1000000074,2,12600.0,1260.0,23940.0
20241214,446,1,1,,4068.0,3064,1000000074,3,12000.0,3600.0,32400.0
20250322,867,2,1,,2940.0,3681,1000000075,2,15000.0,600.0,29400.0
20240301,127,1,1,,1419.0,4185,1000000076,2,12000.0,480.0,23520.0
20241204,874,1,2,1.0,1204.0,1,1000000077,2,12000.0,480.0,23520.0
20250109,814,2,1,,1370.0,3363,1000000078,1,15000.0,750.0,14250.0
20250109,814,1,1,,1370.0,3363,1000000078,2,13200.0,0.0,26400.0
20250916,1189,1,1,,3302.0,1836,1000000079,1,10800.0,0.0,10800.0
20250916,1189,1,1,,3302.0,1836,1000000079,2,12000.0,2400.0,21600.0
20241111,584,2,1,,3166.0,1065,1000000080,1,15000.0,300.0,14700.0
20250202,1433,1,1,,3156.0,1949,1000000081,2,12000.0,1200.0,22800.0
20250202,1433,2,1,,3156.0,1949,1000000081,2,15000.0,0.0,30000.0
20250921,670,1,1,,3087.0,4099,1000000082,3,12000.0,1800.0,34200.0
20240210,464,2,1,,3865.0,1838,1000000083,1,16500.0,0.0,16500.0
20240210,464,1,1,,3865.0,1838,1000000083,2,12000.0,2400.0,21600.0
20241125,535,2,1,,,1149,1000000084,1,15000.0,0.0,15000.0
20250301,655,1,1,,3535.0,3181,1000000085,1,12600.0,252.0,12348.0
20250818,833,1,1,,1851.0,3247,1000000086,1,12000.0,1200.0,10800.0
20241213,490,1,1,,2315.0,2445,1000000087,1,12000.0,600.0,11400.0
20240203,360,2,1,,1100.0,2456,1000000088,2,15000.0,600.0,29400.0
20240203,360,2,1,,1100.0,2456,1000000088,2,15000.0,3000.0,27000.0
20250618,1227,2,1,,3142.0,2172,1000000089,1,15000.0,750.0,14250.0
20240127,624,1,1,,3886.0,1034,1000000090,2,12000.0,0.0,24000.0
20240127,624,2,1,,3886.0,1034,1000000090,1,13500.0,675.0,12825.0
20240217,228,2,1,,2739.0,3298,1000000091,3,15750.0,2362.5,44887.5
20240217,228,2,1,,2739.0,3298,1000000091,3,15750.0,945.0,46305.0
20240613,770,2,1,,1526.0,1772,1000000092,2,15000.0,0.0,30000.0
20241114,54,2,2,2.0,3325.0,2,1000000093,3,15000.0,0.0,45000.0
20241114,54,1,2,2.0,3325.0,2,1000000093,2,12000.0,0.0,24000.0
20241114,54,2,2,2.0,3325.0,2,1000000093,1,16500.0,825.0,15675.0
20241227,1006,1,2,4.0,3233.0,4,1000000094,3,12000.0,1800.0,34200.0
20241227,1006,2,2,4.0,3233.0,4,1000000094,3,13500.0,0.0,40500.0
20250925,247,2,1,,2232.0,2291,1000000095,3,16500.0,990.0,48510.0
20250523,1127,1,2,3.0,2315.0,3,1000000096,3,12000.0,720.0,35280.0
20240612,757,2,2,2.0,3449.0,2,1000000097,1,15750.0,315.0,15435.0
20250116,520,1,1,,4131.0,3443,1000000098,3,12600.0,1890.0,35910.0
20240227,258,1,1,,2511.0,1224,1000000099,1,12000.0,0.0,12000.0
20240730,467,1,1,,2632.0,2885,1000000100,1,10800.0,0.0,10800.0
20240730,467,1,1,,2632.0,2885,1000000100,1,12600.0,252.0,12348.0
20240330,3,1,1,,3636.0,1219,1000000101,3,12000.0,0.0,36000.0
20241119,334,1,1,,3616.0,3863,1000000102,3,12000.0,720.0,35280.0
20240325,802,1,2,3.0,1549.0,3,1000000103,3,10800.0,1620.0,30780.0
20240323,999,2,1,,1251.0,4048,1000000104,2,15000.0,0.0,30000.0
20240512,176,1,1,,1458.0,3440,1000000105,2,12000.0,2400.0,21600.0
20250208,801,2,1,,1603.0,3956,1000000106,1,15000.0,0.0,15000.0
20240522,1113,1,1,,1747.0,2943,1000000107,3,12600.0,3780.0,34020.0
20250704,810,2,2,4.0,,4,1000000108,3,15750.0,945.0,46305.0
20240422,581,1,2,4.0,1700.0,4,1000000109,2,12000.0,2400.0,21600.0
20240422,581,1,2,4.0,1700.0,4,1000000109,1,12000.0,600.0,11400.0
20250604,1284,1,2,2.0,4022.0,2,1000000110,2,12000.0,480.0,23520.0
20250604,1284,2,2,2.0,4022.0,2,1000000110,3,16500.0,4950.0,44550.0
20241220,1333,2,1,,3898.0,2876,1000000111,1,15750.0,315.0,15435.0
20250228,24,1,2,2.0,1802.0,2,1000000112,3,12600.0,3780.0,34020.0
20250228,24,2,2,2.0,1802.0,2,1000000112,3,15000.0,2250.0,42750.0
20240121,1222,1,2,1.0,2891.0,1,1000000113,1,13200.0,264.0,12936.0
20240917,63,1,2,1.0,3176.0,1,1000000114,1,10800.0,1080.0,9720.0
20240219,1078,1,1,,3860.0,3,1000000115,2,12000.0,2400.0,21600.0
20240701,1091,1,1,,3783.0,3609,1000000116,3,13200.0,0.0,39600.0
20250119,524,1,1,,4169.0,2254,1000000117,2,12000.0,0.0,24000.0
20250816,1229,1,1,,2454.0,3390,1000000118,3,13200.0,792.0,38808.0
20250716,458,2,2,4.0,3841.0,4,1000000119,1,15000.0,300.0,14700.0
20240418,68,1,1,,2462.0,2653,1000000120,1,12000.0,240.0,11760.0
20241220,959,1,2,4.0,3702.0,4,1000000121,3,13200.0,1980.0,37620.0
20250830,356,1,2,1.0,4163.0,1,1000000122,3,12000.0,0.0,36000.0
20250624,530,2,1,,2280.0,1001,1000000123,1,15000.0,300.0,14700.0
20240206,1420,1,1,,2264.0,4004,1000000124,1,10800.0,216.0,10584.0
20240206,1420,2,1,,2264.0,4004,1000000124,3,15000.0,900.0,44100.0
20240709,279,2,2,3.0,1950.0,3,1000000125,3,15000.0,4500.0,40500.0
20240709,279,1,2,3.0,1950.0,3,1000000125,1,12000.0,1200.0,10800.0
20240612,779,2,2,3.0,1202.0,3,1000000126,1,15000.0,0.0,15000.0
20240228,1383,2,1,,4137.0,3113,1000000127,2,15000.0,1500.0,28500.0
20240228,1383,2,1,,4137.0,3113,1000000127,2,15750.0,3150.0,28350.0
20250420,1189,1,1,,1881.0,2352,1000000128,1,10800.0,1080.0,9720.0
20250420,1189,2,1,,1881.0,2352,1000000128,3,15000.0,4500.0,40500.0
20250420,1189,1,1,,1881.0,2352,1000000128,3,12000.0,3600.0,32400.0
20250917,1016,1,1,,2991.0,4036,1000000129,3,12000.0,720.0,35280.0
20250917,1016,2,1,,2991.0,4036,1000000129,2,15000.0,3000.0,27000.0
20250521,595,2,2,3.0,1160.0,3,1000000130,1,13500.0,1350.0,12150.0
20240125,902,1,2,4.0,3016.0,4,1000000131,3,13200.0,0.0,39600.0
20240726,317,2,1,,3597.0,3542,1000000132,2,13500.0,540.0,26460.0
20240614,1229,2,2,2.0,,2,1000000133,1,15000.0,0.0,15000.0
20240106,279,1,2,3.0,1059.0,3,1000000134,3,12000.0,720.0,35280.0
20240106,279,2,2,3.0,1059.0,3,1000000134,2,15000.0,3000.0,27000.0
20240530,1498,1,2,4.0,3605.0,4,1000000135,1,12000.0,600.0,11400.0
20240530,1498,1,2,4.0,3605.0,4,1000000135,2,10800.0,0.0,21600.0
20250120,140,2,1,,3022.0,2769,1000000136,2,15000.0,1500.0,28500.0
20241115,1115,1,1,,1458.0,3541,1000000137,1,12000.0,240.0,11760.0
20240103,1240,1,1,,2473.0,2700,1000000138,3,12000.0,1800.0,34200.0
20240406,590,2,1,,2324.0,2032,1000000139,1,15000.0,1500.0,13500.0
20250217,645,2,2,3.0,2874.0,3,1000000140,1,13500.0,270.0,13230.0
20241130,545,1,2,1.0,3473.0,1,1000000141,1,13200.0,1320.0,11880.0
20250625,1208,2,1,,4060.0,2951,1000000142,1,15000.0,750.0,14250.0
20250625,1208,1,1,,4060.0,2951,1000000142,1,13200.0,264.0,12936.0
20250625,1208,1,1,,4060.0,2951,1000000142,2,12000.0,480.0,23520.0
20240606,551,1,2,1.0,2109.0,1,1000000143,3,12000.0,1800.0,34200.0
20240606,551,1,2,1.0,2109.0,1,1000000143,3,12000.0,3600.0,32400.0
20240209,569,2,2,1.0,1210.0,1,1000000144,2,16500.0,3300.0,29700.0
20250719,1305,2,1,,,4174,1000000145,2,15000.0,0.0,30000.0
20240505,280,2,1,,1190.0,3727,1000000146,3,15750.0,2362.5,44887.5
20240505,280,1,1,,1190.0,3727,1000000146,3,12600.0,0.0,37800.0
20241207,1338,2,1,,,2468,1000000147,2,16500.0,660.0,32340.0
20241207,1338,2,1,,,2468,1000000147,2,15000.0,3000.0,27000.0
20250621,84,1,1,,1588.0,3443,1000000148,3,12000.0,720.0,35280.0
20250121,655,2,1,,1077.0,2113,1000000149,1,15000.0,1500.0,13500.0
20250530,513,2,2,4.0,4045.0,4,1000000150,2,16500.0,660.0,32340.0
20240416,884,1,2,3.0,1845.0,3,1000000151,3,12000.0,720.0,35280.0
20240108,385,1,2,2.0,2549.0,2,1000000152,1,10800.0,1080.0,9720.0
20250610,723,1,2,2.0,1748.0,2,1000000153,1,12000.0,1200.0,10800.0
20240701,110,2,2,1.0,3109.0,1,1000000154,3,15750.0,4725.0,42525.0
20240212,1197,1,1,,3704.0,4121,1000000155,1,12000.0,0.0,12000.0
20241029,833,2,2,2.0,2190.0,2,1000000156,3,15000.0,2250.0,42750.0
20250126,371,1,2,3.0,2181.0,3,1000000157,1,12000.0,0.0,12000.0
20250126,371,2,2,3.0,2181.0,3,1000000157,3,15750.0,0.0,47250.0
20240424,905,2,2,1.0,2803.0,1,1000000158,2,15000.0,0.0,30000.0
20240714,389,1,1,,4176.0,1303,1000000159,1,12600.0,252.0,12348.0
20240613,1299,2,2,4.0,,4,1000000160,2,15000.0,600.0,29400.0
20241021,725,2,1,,,3908,1000000161,3,15000.0,0.0,45000.0
20250731,645,1,2,4.0,1157.0,4,1000000162,2,12000.0,1200.0,22800.0
20240224,584,1,1,,1980.0,1132,1000000163,2,10800.0,0.0,21600.0
20250222,436,1,1,,4079.0,3758,1000000164,3,12000.0,0.0,36000.0
20250222,436,2,1,,4079.0,3758,1000000164,2,15000.0,3000.0,27000.0
20250827,293,1,1,,3891.0,3357,1000000165,2,12000.0,480.0,23520.0
20250727,1065,2,1,,,3492,1000000166,1,15000.0,1500.0,13500.0
20250727,1065,2,1,,,3492,1000000166,2,15750.0,1575.0,29925.0
20250118,1234,2,1,,2641.0,3702,1000000167,1,13500.0,675.0,12825.0
20250118,1234,1,1,,2641.0,3702,1000000167,1,10800.0,540.0,10260.0
20250118,1234,1,1,,2641.0,3702,1000000167,2,12000.0,0.0,24000.0
20240226,400,2,1,,3129.0,3523,1000000168,3,13500.0,0.0,40500.0
20240708,251,1,1,,,2325,1000000169,1,12000.0,1200.0,10800.0
20240329,764,2,2,4.0,,4,1000000170,2,15000.0,0.0,30000.0
20250227,1490,1,1,,3729.0,3553,1000000171,1,12000.0,240.0,11760.0
20240507,181,1,1,,1603.0,2801,1000000172,2,12000.0,1200.0,22800.0
20250616,693,2,1,,2845.0,2631,1000000173,2,15750.0,0.0,31500.0
20240907,672,1,2,2.0,3471.0,2,1000000174,1,12000.0,240.0,11760.0
20240531,786,1,1,,2695.0,3157,1000000175,1,12000.0,0.0,12000.0
20250225,1347,2,2,2.0,2256.0,2,1000000176,1,16500.0,1650.0,14850.0
20241123,628,2,1,,,1864,1000000177,1,13500.0,675.0,12825.0
20250503,1485,2,2,2.0,4032.0,2,1000000178,1,15000.0,1500.0,13500.0
20250812,805,2,1,,2862.0,3731,1000000179,3,15000.0,900.0,44100.0
20250812,805,2,1,,2862.0,3731,1000000179,2,15000.0,1500.0,28500.0
20240521,445,1,1,,3681.0,1749,1000000180,2,12600.0,0.0,25200.0
20241112,560,1,1,,3245.0,1079,1000000181,2,12000.0,480.0,23520.0
20240908,403,1,1,,2521.0,3603,1000000182,2,13200.0,1320.0,25080.0
20241026,693,2,2,1.0,2834.0,1,1000000183,2,13500.0,0.0,27000.0
20250511,274,2,2,2.0,3609.0,2,1000000184,1,15000.0,1500.0,13500.0
20240718,804,1,1,,1596.0,1940,1000000185,3,12600.0,756.0,37044.0
20240718,804,1,1,,1596.0,1940,1000000185,2,12000.0,1200.0,22800.0
20240730,1495,1,1,,3581.0,2360,1000000186,1,12000.0,600.0,11400.0
20250212,48,1,2,1.0,2998.0,1,1000000187,3,12000.0,3600.0,32400.0
20250823,661,2,2,3.0,3865.0,3,1000000188,2,15000.0,3000.0,27000.0
20240502,984,1,1,,4016.0,2808,1000000189,3,12600.0,756.0,37044.0
20240605,1384,1,1,,2807.0,2968,1000000190,1,12000.0,240.0,11760.0
20250916,788,2,1,,2175.0,1202,1000000191,3,15000.0,4500.0,40500.0
20250916,788,1,1,,2175.0,1202,1000000191,1,12000.0,1200.0,10800.0
20250916,788,1,1,,2175.0,1202,1000000191,3,12600.0,756.0,37044.0
20240308,456,1,2,2.0,2129.0,2,1000000192,1,12000.0,0.0,12000.0
20240215,427,1,1,,,1691,1000000193,3,12000.0,3600.0,32400.0
20250913,866,1,1,,1909.0,3570,1000000194,1,12000.0,1200.0,10800.0
20250913,866,1,1,,1909.0,3570,1000000194,3,12000.0,1800.0,34200.0
20250228,371,2,1,,1348.0,1596,1000000195,1,15000.0,1500.0,13500.0
20250228,371,2,1,,1348.0,1596,1000000195,2,16500.0,660.0,32340.0
20250814,1000,2,1,,2477.0,2380,1000000196,2,15000.0,0.0,30000.0
20240409,1404,1,1,,3532.0,1791,1000000197,1,12000.0,1200.0,10800.0
20240203,1159,1,1,,,1784,1000000198,3,10800.0,3240.0,29160.0
20250319,1040,1,1,,,3793,1000000199,2,13200.0,0.0,26400.0
20250319,1040,1,1,,,3793,1000000199,2,12000.0,2400.0,21600.0
20240925,464,1,1,,3883.0,3533,1000000200,1,12000.0,1200.0,10800.0
20240925,464,1,1,,3883.0,3533,1000000200,1,12000.0,1200.0,10800.0
20241116,166,1,1,,2627.0,3937,1000000201,1,12600.0,0.0,12600.0
20241116,166,2,1,,2627.0,3937,1000000201,2,15750.0,3150.0,28350.0
20250327,1056,1,2,3.0,2258.0,3,1000000202,3,12000.0,0.0,36000.0
20241117,925,1,2,3.0,3295.0,3,1000000203,3,12000.0,3600.0,32400.0
20250127,488,2,1,,1674.0,1253,1000000204,1,15000.0,1500.0,13500.0
20250127,488,2,1,,1674.0,1253,1000000204,2,15000.0,3000.0,27000.0
20240930,903,2,1,,1455.0,1894,1000000205,1,15000.0,300.0,14700.0
20250726,70,1,1,,2444.0,2088,1000000206,2,12000.0,480.0,23520.0
20250507,1459,1,1,,,2326,1000000207,1,12600.0,252.0,12348.0
20250411,500,2,2,2.0,2834.0,2,1000000208,3,16500.0,4950.0,44550.0
20250403,361,1,1,,1366.0,2293,1000000209,2,12600.0,0.0,25200.0
20250320,476,2,1,,1679.0,3586,1000000210,1,15000.0,1500.0,13500.0
20250719,1400,1,2,1.0,2776.0,1,1000000211,3,12000.0,720.0,35280.0
20250719,1400,2,2,1.0,2776.0,1,1000000211,2,15750.0,0.0,31500.0
20250218,945,1,1,,1102.0,1882,1000000212,1,12000.0,240.0,11760.0
20240416,1443,2,1,,2386.0,1896,1000000213,1,15750.0,0.0,15750.0
20240719,1430,1,1,,3110.0,3683,1000000214,2,12600.0,2520.0,22680.0
20240129,1330,2,1,,1609.0,2575,1000000215,3,13500.0,2025.0,38475.0
20240129,1330,1,1,,1609.0,2575,1000000215,1,13200.0,660.0,12540.0
20250510,274,2,1,,4101.0,1502,1000000216,1,16500.0,825.0,15675.0
20240405,1251,2,2,2.0,1451.0,2,1000000217,1,15750.0,787.5,14962.5
20240405,1251,2,2,2.0,1451.0,2,1000000217,3,15000.0,0.0,45000.0
20240704,176,1,1,,1295.0,1546,1000000218,1,10800.0,540.0,10260.0
20240704,176,1,1,,1295.0,1546,1000000218,2,12000.0,2400.0,21600.0
20240612,42,1,2,2.0,2201.0,2,1000000219,1,12000.0,1200.0,10800.0
20240612,42,1,2,2.0,2201.0,2,1000000219,3,12000.0,1800.0,34200.0
20250921,582,1,1,,2135.0,2929,1000000220,1,12000.0,600.0,11400.0
20250507,4,1,2,1.0,1069.0,1,1000000221,2,12000.0,480.0,23520.0
20240830,569,1,2,2.0,3282.0,2,1000000222,2,12000.0,2400.0,21600.0
20241224,157,1,2,1.0,1704.0,1,1000000223,2,12600.0,2520.0,22680.0
20250322,649,2,1,,1226.0,1307,1000000224,3,15000.0,4500.0,40500.0
20250805,1230,1,1,,1051.0,2399,1000000225,3,12600.0,3780.0,34020.0
20240716,197,1,1,,4111.0,3863,1000000226,3,10800.0,3240.0,29160.0
20240717,731,1,1,,2936.0,3590,1000000227,3,12000.0,720.0,35280.0
20250327,506,1,1,,3897.0,3643,1000000228,3,12000.0,720.0,35280.0
20250410,751,2,2,2.0,4012.0,2,1000000229,1,15000.0,1500.0,13500.0
20241229,485,1,1,,1197.0,2337,1000000230,3,12000.0,3600.0,32400.0
20240608,823,2,1,,3283.0,1053,1000000231,3,15750.0,0.0,47250.0
20250221,680,1,1,,3902.0,2493,1000000232,1,13200.0,264.0,12936.0
20250221,680,1,1,,3902.0,2493,1000000232,2,12000.0,0.0,24000.0
20241119,417,2,1,,1527.0,3089,1000000233,1,15000.0,0.0,15000.0
20250528,677,1,1,,2681.0,3201,1000000234,2,12000.0,480.0,23520.0
20241002,1327,1,2,2.0,3407.0,2,1000000235,2,12000.0,2400.0,21600.0
20250104,593,1,2,1.0,,1,1000000236,1,12000.0,0.0,12000.0
20250104,593,1,2,1.0,,1,1000000236,1,12000.0,0.0,12000.0
20241114,606,1,2,1.0,2044.0,1,1000000237,3,12000.0,0.0,36000.0
20250322,137,1,2,2.0,3135.0,2,1000000238,2,10800.0,432.0,21168.0
20240220,487,1,1,,2294.0,2633,1000000239,1,12600.0,630.0,11970.0
20240220,487,2,1,,2294.0,2633,1000000239,3,13500.0,810.0,39690.0
20241020,909,2,1,,1175.0,3062,1000000240,2,15000.0,3000.0,27000.0
20241020,909,1,1,,1175.0,3062,1000000240,1,12000.0,0.0,12000.0
20241011,179,2,2,1.0,3958.0,1,1000000241,2,15000.0,3000.0,27000.0
20241011,179,1,2,1.0,3958.0,1,1000000241,3,12000.0,3600.0,32400.0
20250815,183,1,1,,2607.0,3013,1000000242,3,12600.0,756.0,37044.0
20250608,536,2,1,,3918.0,1823,1000000243,1,16500.0,0.0,16500.0
20240913,1341,1,2,1.0,,1,1000000244,2,10800.0,1080.0,20520.0
20250508,378,2,2,1.0,,1,1000000245,1,15000.0,300.0,14700.0
20250508,378,2,2,1.0,,1,1000000245,2,13500.0,1350.0,25650.0
20250927,548,1,1,,1472.0,1533,1000000246,3,12000.0,0.0,36000.0
20250927,548,2,1,,1472.0,1533,1000000246,2,13500.0,1350.0,25650.0
20241202,757,2,1,,1112.0,4127,1000000247,1,15750.0,315.0,15435.0
20241026,522,1,2,4.0,3135.0,4,1000000248,1,12000.0,1200.0,10800.0
20240419,1384,1,2,3.0,1286.0,3,1000000249,3,13200.0,0.0,39600.0
20240921,473,2,1,,2990.0,1839,1000000250,3,15750.0,4725.0,42525.0
20240315,1316,1,2,3.0,2071.0,3,1000000251,3,12000.0,1800.0,34200.0
20240302,1356,2,2,1.0,2670.0,1,1000000252,3,15000.0,900.0,44100.0
