date_id,order_id,customer_id,channel_id,store_id,address_id,method,status,currency_code,amount
20240213,1000000083,464,1,,1838,GATEWAY,REFUNDED,,47301.0
20241127,1000000084,535,1,,1149,GATEWAY,PAID,,19050.0
20250302,1000000085,655,1,,3181,GATEWAY,PAID,,16441.08
20250820,1000000086,833,1,,3247,GATEWAY,PAID,,14268.0
,1000000087,490,1,,2445,CARD,FAILED,,14994.0
20240203,1000000088,360,1,,2456,GATEWAY,PAID,,69144.0
20250620,1000000089,1227,1,,2172,CARD,PAID,,18442.5
20240129,1000000090,624,1,,1034,CARD,PAID,,45458.25
20240219,1000000091,228,1,,3298,GATEWAY,PAID,,110342.92
20240615,1000000092,770,1,,1772,GATEWAY,PAID,,37200.0
20241115,1000000093,54,2,2.0,2,CASH,PAID,,102456.75
20241229,1000000094,1006,2,4.0,4,CASH,PAID,,90387.0
20250926,1000000095,247,1,,2291,GATEWAY,PAID,,59897.1
20250524,1000000096,1127,2,3.0,3,CASH,PAID,,42688.8
20240614,1000000097,757,2,2.0,2,CASH,PAID,,18676.35
20250117,1000000098,520,1,,3443,CARD,PAID,,44351.1
20240228,1000000099,258,1,,1224,CARD,PAID,,14520.0
,1000000100,467,1,,2885,CARD,FAILED,,28909.08
20240331,1000000101,3,1,,1219,GATEWAY,PAID,,44460.0
20241120,1000000102,334,1,,3863,CARD,PAID,,43888.8
,1000000103,802,2,3.0,3,CASH,PENDING,,37243.8
20240324,1000000104,999,1,,4048,CARD,REFUNDED,,37500.0
20240512,1000000105,176,1,,3440,CARD,PAID,,27336.0
20250210,1000000106,801,1,,3956,GATEWAY,PAID,,19050.0
20240522,1000000107,1113,1,,2943,CARD,PAID,,42064.2
20250704,1000000108,810,2,4.0,4,CASH,PAID,,56029.05
20240424,1000000109,581,2,4.0,4,CARD,PAID,,39930.0
,1000000110,1284,2,2.0,2,TRANSFER,FAILED,,82364.7
20241221,1000000111,1333,1,,2876,GATEWAY,PAID,,19876.35
20250302,1000000112,24,2,2.0,2,CASH,PAID,,92891.7
,1000000113,1222,2,1.0,1,CARD,FAILED,,15652.56
20240919,1000000114,63,2,1.0,1,TRANSFER,PAID,,11761.2
20240219,1000000115,1078,1,,3,CARD,REFUNDED,,27636.0
20240704,1000000116,1091,1,,3609,CARD,PAID,,49116.0
20250120,1000000117,524,1,,2254,CARD,PAID,,30240.0
20250818,1000000118,1229,1,,3390,CARD,PAID,,47857.68
20250716,1000000119,458,2,4.0,4,CARD,PAID,,17787.0
20240421,1000000120,68,1,,2653,CARD,PAID,,14229.6
20241220,1000000121,959,2,4.0,4,TRANSFER,PAID,,45520.2
20250830,1000000122,356,2,1.0,1,CASH,PAID,,43560.0
,1000000123,530,1,,1001,CARD,FAILED,,18987.0
20240206,1000000124,1420,1,,4004,GATEWAY,PAID,,67367.64
20240711,1000000125,279,2,3.0,3,TRANSFER,PAID,,62073.0
20240612,1000000126,779,2,3.0,3,CASH,PAID,,18150.0
20240229,1000000127,1383,1,,3113,CARD,PAID,,69988.5
,1000000128,1189,1,,2352,CARD,FAILED,,101470.2
20250920,1000000129,1016,1,,4036,CARD,PAID,,76858.8
20250523,1000000130,595,2,3.0,3,CASH,PAID,,14701.5
20240125,1000000131,902,2,4.0,4,CASH,PAID,,47916.0
20240728,1000000132,317,1,,3542,CARD,PAID,,33216.6
20240616,1000000133,1229,2,2.0,2,TRANSFER,PAID,,18150.0
20240108,1000000134,279,2,3.0,3,CASH,PAID,,75358.8
20240601,1000000135,1498,2,4.0,4,CASH,PAID,,39930.0
20250122,1000000136,140,1,,2769,CARD,PAID,,34485.0
20241118,1000000137,1115,1,,3541,GATEWAY,PAID,,14229.6
20240106,1000000138,1240,1,,2700,CARD,PAID,,42882.0
20240408,1000000139,590,1,,2032,CARD,PAID,,17535.0
20250220,1000000140,645,2,3.0,3,CASH,PAID,,16008.3
20241203,1000000141,545,2,1.0,1,TRANSFER,REFUNDED,,14374.8
20250626,1000000142,1208,1,,2951,CARD,REFUNDED,,62854.26
20240608,1000000143,551,2,1.0,1,CARD,PAID,,80586.0
,1000000144,569,2,1.0,1,CARD,FAILED,,35937.0
20250721,1000000145,1305,1,,4174,GATEWAY,PAID,,37800.0
20240505,1000000146,280,1,,3727,CARD,PAID,,100951.88
20241208,1000000147,1338,1,,2468,CARD,PAID,,72701.4
20250624,1000000148,84,1,,3443,CARD,PAID,,43888.8
20250123,1000000149,655,1,,2113,GATEWAY,PAID,,17235.0
20250531,1000000150,513,2,4.0,4,CARD,PAID,,39131.4
20240417,1000000151,884,2,3.0,3,CARD,PAID,,42688.8
20240109,1000000152,385,2,2.0,2,CARD,PAID,,11761.2
,1000000153,723,2,2.0,2,CARD,FAILED,,13068.0
20240702,1000000154,110,2,1.0,1,CASH,PAID,,51455.25
20240212,1000000155,1197,1,,4121,CARD,PAID,,15420.0
20241029,1000000156,833,2,2.0,2,CASH,PAID,,51727.5
,1000000157,371,2,3.0,3,TRANSFER,FAILED,,71692.5
20240425,1000000158,905,2,1.0,1,CARD,PAID,,36300.0
20240714,1000000159,389,1,,1303,CARD,PAID,,16141.08
20240614,1000000160,1299,2,4.0,4,TRANSFER,PAID,,35574.0
20241022,1000000161,725,1,,3908,GATEWAY,PAID,,55350.0
20250801,1000000162,645,2,4.0,4,CARD,PAID,,27588.0
20240227,1000000163,584,1,,1132,CARD,PAID,,27036.0
20250223,1000000164,436,1,,3758,CARD,PAID,,77130.0
20250828,1000000165,293,1,,3357,GATEWAY,PAID,,29959.2
20250729,1000000166,1065,1,,3492,GATEWAY,PAID,,53744.25
,1000000167,1234,1,,3702,CARD,FAILED,,58172.85
,1000000168,400,1,,3523,CARD,FAILED,,50205.0
20240709,1000000169,251,1,,2325,GATEWAY,PAID,,14268.0
20240329,1000000170,764,2,4.0,4,TRANSFER,PAID,,36300.0
,1000000171,1490,1,,3553,CARD,PENDING,,15429.6
20240507,1000000172,181,1,,2801,GATEWAY,PAID,,28488.0
20250618,1000000173,693,1,,2631,CARD,PAID,,39315.0
20240908,1000000174,672,2,2.0,2,TRANSFER,PAID,,14229.6
20240602,1000000175,786,1,,3157,GATEWAY,PAID,,15420.0
20250227,1000000176,1347,2,2.0,2,CASH,PAID,,17968.5
20241125,1000000177,628,1,,1864,CARD,PAID,,16718.25
20250504,1000000178,1485,2,2.0,2,CARD,PAID,,16335.0
20250813,1000000179,805,1,,3731,GATEWAY,PAID,,88746.0
20240522,1000000180,445,1,,1749,GATEWAY,PAID,,31692.0
20241113,1000000181,560,1,,1079,CARD,PAID,,29359.2
20240910,1000000182,403,1,,3603,GATEWAY,PAID,,31546.8
20241028,1000000183,693,2,1.0,1,TRANSFER,PAID,,32670.0
20250513,1000000184,274,2,2.0,2,CASH,PAID,,16335.0
20240720,1000000185,804,1,,1940,CARD,PAID,,73611.24
20240731,1000000186,1495,1,,2360,GATEWAY,PAID,,14694.0
20250214,1000000187,48,2,1.0,1,CARD,REFUNDED,,39204.0
20250825,1000000188,661,2,3.0,3,CARD,PAID,,32670.0
20240504,1000000189,984,1,,2808,GATEWAY,PAID,,45723.24
20240606,1000000190,1384,1,,2968,CARD,PAID,,14229.6
,1000000191,788,1,,1202,CARD,FAILED,,106896.24
20240310,1000000192,456,2,2.0,2,CASH,PAID,,14520.0
20240215,1000000193,427,1,,1691,CARD,PAID,,40404.0
20250915,1000000194,866,1,,3570,GATEWAY,PAID,,54450.0
20250301,1000000195,371,1,,1596,CARD,PAID,,56666.4
20250817,1000000196,1000,1,,2380,GATEWAY,PAID,,37500.0
20240410,1000000197,1404,1,,1791,GATEWAY,PAID,,14268.0
20240203,1000000198,1159,1,,1784,CARD,PAID,,36183.6
20250320,1000000199,1040,1,,3793,GATEWAY,PAID,,59280.0
20240927,1000000200,464,1,,3533,GATEWAY,PAID,,27036.0
20241117,1000000201,166,1,,3937,GATEWAY,REFUNDED,,50749.5
20250329,1000000202,1056,2,3.0,3,CARD,PAID,,43560.0
20241118,1000000203,925,2,3.0,3,CARD,PAID,,39204.0
,1000000204,488,1,,1253,GATEWAY,FAILED,,50205.0
20241001,1000000205,903,1,,1894,CARD,PAID,,17787.0
20250728,1000000206,70,1,,2088,CARD,PAID,,29659.2
20250509,1000000207,1459,1,,2326,GATEWAY,PAID,,15841.08
20250414,1000000208,500,2,2.0,2,CASH,PAID,,53905.5
20250404,1000000209,361,1,,2293,CARD,PAID,,31692.0
20250321,1000000210,476,1,,3586,CARD,PAID,,17835.0
20250720,1000000211,1400,2,1.0,1,CASH,REFUNDED,,80803.8
20250219,1000000212,945,1,,1882,CARD,PAID,,15129.6
20240418,1000000213,1443,1,,1896,GATEWAY,PAID,,20557.5
20240722,1000000214,1430,1,,3683,GATEWAY,PAID,,28342.8
20240201,1000000215,1330,1,,2575,CARD,PAID,,62628.15
20250512,1000000216,274,1,,1502,GATEWAY,PAID,,19866.75
20240407,1000000217,1251,2,2.0,2,CARD,PAID,,72554.62
20240707,1000000218,176,1,,1546,CARD,PAID,,39750.6
20240612,1000000219,42,2,2.0,2,CASH,PAID,,54450.0
20250921,1000000220,582,1,,2929,CARD,PAID,,14694.0
20250507,1000000221,4,2,1.0,1,CARD,PAID,,28459.2
20240831,1000000222,569,2,2.0,2,CARD,PAID,,26136.0
20241224,1000000223,157,2,1.0,1,CASH,PAID,,27442.8
20250323,1000000224,649,1,,1307,CARD,PAID,,50205.0
20250807,1000000225,1230,1,,2399,CARD,PAID,,41164.2
20240718,1000000226,197,1,,3863,CARD,PAID,,36483.6
20240720,1000000227,731,1,,3590,GATEWAY,PAID,,43888.8
20250330,1000000228,506,1,,3643,CARD,PAID,,43588.8
,1000000229,751,2,2.0,2,CARD,FAILED,,16335.0
20241230,1000000230,485,1,,2337,GATEWAY,PAID,,40104.0
20240610,1000000231,823,1,,1053,GATEWAY,PAID,,58072.5
20250222,1000000232,680,1,,2493,GATEWAY,PAID,,45892.56
20241122,1000000233,417,1,,3089,CARD,PAID,,19050.0
20250530,1000000234,677,1,,3201,CARD,PAID,,29659.2
,1000000235,1327,2,2.0,2,CASH,FAILED,,26136.0
20250106,1000000236,593,2,1.0,1,CASH,PAID,,29040.0
20241117,1000000237,606,2,1.0,1,CASH,PAID,,43560.0
20250324,1000000238,137,2,2.0,2,CASH,PAID,,25613.28
20240221,1000000239,487,1,,2633,GATEWAY,PAID,,63408.6
20241022,1000000240,909,1,,3062,CARD,REFUNDED,,48090.0
20241012,1000000241,179,2,1.0,1,CASH,PAID,,71874.0
,1000000242,183,1,,3013,GATEWAY,FAILED,,46023.24
20250610,1000000243,536,1,,1823,CARD,PAID,,19965.0
20240914,1000000244,1341,2,1.0,1,CARD,PAID,,24829.2
20250509,1000000245,378,2,1.0,1,CASH,REFUNDED,,48823.5
,1000000246,548,1,,1533,GATEWAY,FAILED,,74596.5
20241202,1000000247,757,1,,4127,GATEWAY,PAID,,19576.35
20241028,1000000248,522,2,4.0,4,TRANSFER,PAID,,13068.0
20240421,1000000249,1384,2,3.0,3,CASH,PAID,,47916.0
20240924,1000000250,473,1,,1839,CARD,PAID,,52955.25
20240317,1000000251,1316,2,3.0,3,CASH,PAID,,41382.0
20240302,1000000252,1356,2,1.0,1,CASH,PAID,,53361.0
20250426,1000000253,266,1,,2460,GATEWAY,REFUNDED,,56018.16
20241014,1000000254,1359,2,2.0,2,TRANSFER,PAID,,25613.28
20240814,1000000255,843,1,,3929,GATEWAY,PAID,,18687.0
20241001,1000000256,599,1,,1101,GATEWAY,PAID,,29659.2
20250601,1000000257,1048,2,1.0,1,CARD,PAID,,70059.0
20241229,1000000258,319,1,,4044,CARD,PAID,,35385.0
20250907,1000000259,846,1,,1971,GATEWAY,REFUNDED,,32805.12
20241213,1000000260,1491,1,,3535,CARD,PAID,,41130.0
20250815,1000000261,79,1,,2362,CARD,PAID,,29040.0
20241120,1000000262,748,1,,4051,CARD,PAID,,43588.8
20250101,1000000263,537,1,,4142,CARD,PAID,,49905.0
20250820,1000000264,303,2,2.0,2,CARD,PAID,,69750.45
20240429,1000000265,1065,1,,2753,GATEWAY,PAID,,64468.56
20250508,1000000266,606,1,,2854,GATEWAY,PAID,,48325.95
20240301,1000000267,553,1,,2628,CARD,PAID,,33870.0
,1000000268,656,1,,1357,CARD,FAILED,,13794.0
,1000000269,786,1,,2398,CARD,FAILED,,83617.05
20240216,1000000270,663,2,1.0,1,CASH,PAID,,14229.6
20240213,1000000271,833,1,,2293,CARD,REFUNDED,,87448.8
20241027,1000000272,844,1,,2057,GATEWAY,PAID,,33144.0
20240302,1000000273,720,1,,1349,CARD,PAID,,43588.8
20240928,1000000274,169,2,1.0,1,CARD,PAID,,77064.9
20240624,1000000275,969,1,,2854,GATEWAY,PAID,,27336.0
20250528,1000000276,268,2,4.0,4,CARD,PAID,,29040.0
20241014,1000000277,122,2,1.0,1,CARD,PAID,,50820.0
20250306,1000000278,617,1,,3837,GATEWAY,PAID,,27636.0
,1000000279,608,1,,3264,GATEWAY,FAILED,,54261.0
20240722,1000000280,732,2,1.0,1,CARD,PAID,,33033.0
20250312,1000000281,211,1,,3118,CARD,PAID,,54101.28
20241229,1000000282,475,1,,2563,GATEWAY,PAID,,24422.4
20250723,1000000283,949,1,,3708,CARD,PAID,,16718.25
20240310,1000000284,426,2,2.0,2,CARD,PAID,,70785.0
,1000000285,386,1,,2439,CARD,FAILED,,19350.0
20240713,1000000286,500,1,,3063,CARD,PAID,,37074.0
20250618,1000000287,677,2,1.0,1,CASH,PAID,,51727.5
20250202,1000000288,33,2,1.0,1,CASH,PAID,,14229.6
,1000000289,194,1,,4133,CARD,FAILED,,90389.1
20241105,1000000290,78,1,,3785,GATEWAY,PAID,,105354.3
20241020,1000000291,102,1,,2992,GATEWAY,PAID,,56900.25
20250430,1000000292,1072,2,4.0,4,CARD,PAID,,32270.7
20250822,1000000293,754,1,,2355,CARD,PAID,,27036.0
,1000000294,195,1,,2148,CARD,FAILED,,44460.0
20250328,1000000295,862,2,4.0,4,TRANSFER,REFUNDED,,24829.2
20240630,1000000296,240,2,2.0,2,CASH,PAID,,18150.0
20250813,1000000297,682,2,1.0,1,CASH,REFUNDED,,53361.0
20241106,1000000298,849,2,1.0,1,CASH,PAID,,41382.0
20240508,1000000299,807,2,3.0,3,CARD,PAID,,43560.0
20241119,1000000300,901,1,,2275,GATEWAY,PAID,,54633.6
20240507,1000000301,61,1,,1367,GATEWAY,PAID,,29040.0
,1000000302,1082,1,,2268,GATEWAY,FAILED,,69507.0
20240319,1000000303,1286,2,3.0,3,CARD,PAID,,39204.0
20240318,1000000304,1416,1,,2938,CARD,PAID,,119873.77
20250415,1000000305,979,1,,3685,CARD,PAID,,31692.0
20240501,1000000306,800,1,,1965,CARD,PAID,,83671.5
20240913,1000000307,800,1,,4189,CARD,PAID,,17835.0
20240329,1000000308,757,1,,2362,GATEWAY,PAID,,17835.0
,1000000309,1194,2,1.0,1,CASH,FAILED,,45738.0
20250104,1000000310,673,1,,2708,GATEWAY,PAID,,27636.0
20250110,1000000311,1266,2,2.0,2,CARD,PAID,,36209.25
20250224,1000000312,7,2,2.0,2,CASH,PAID,,36209.25
20250522,1000000313,1040,2,3.0,3,CARD,PAID,,71692.5
20241017,1000000314,873,1,,3426,GATEWAY,PAID,,33579.6
20250506,1000000315,1336,1,,3181,CARD,PAID,,54351.75
20250429,1000000316,708,2,1.0,1,CARD,PAID,,71601.75
20240818,1000000317,380,1,,1738,CARD,PAID,,37437.0
20241007,1000000318,634,2,4.0,4,CARD,PAID,,15246.0
20240422,1000000319,578,1,,3479,CARD,PAID,,15429.6
20250820,1000000320,1479,1,,1513,CARD,PAID,,36592.5
20250805,1000000321,1399,1,,4177,GATEWAY,PAID,,94491.0
20241121,1000000322,522,2,4.0,4,CASH,PAID,,37243.8
20250404,1000000323,247,2,1.0,1,CARD,PAID,,54711.36
20250113,1000000324,96,2,4.0,4,CASH,PAID,,69812.16
20241017,1000000325,798,2,2.0,2,CARD,PAID,,28749.6
20240618,1000000326,21,1,,3816,CARD,PAID,,84070.8
20250109,1000000327,1236,1,,2156,CARD,PAID,,31082.16
20250211,1000000328,130,1,,3630,GATEWAY,PAID,,82239.75
20240317,1000000329,169,1,,2191,CARD,PAID,,44324.4
20241216,1000000330,973,2,2.0,2,CASH,PAID,,29040.0
20241227,1000000331,1449,1,,2760,CARD,PAID,,68581.35
20250918,1000000332,210,1,,3676,GATEWAY,PAID,,62547.0
,1000000333,737,1,,3288,GATEWAY,FAILED,,16552.56
20250508,1000000334,1350,1,,2055,GATEWAY,PAID,,71341.2
20240213,1000000335,170,1,,2424,CARD,PAID,,73691.1
20240721,1000000336,217,1,,2792,GATEWAY,PAID,,47964.0
20240913,1000000337,254,1,,3434,CARD,PAID,,17835.0
20240325,1000000338,1400,1,,2649,GATEWAY,REFUNDED,,47146.2
,1000000339,1213,1,,3198,GATEWAY,FAILED,,54561.0
20240807,1000000340,1410,1,,4045,GATEWAY,PAID,,14268.0
20241223,1000000341,128,2,2.0,2,CASH,PAID,,30492.0
20241009,1000000342,499,1,,1597,CARD,PAID,,18142.5
20240813,1000000343,494,1,,3679,CARD,PAID,,27989.4
20240724,1000000344,755,1,,3499,GATEWAY,PAID,,41430.0
20240502,1000000345,518,1,,3588,CARD,PAID,,41164.2
20250314,1000000346,1171,2,4.0,4,TRANSFER,PAID,,41382.0
20240820,1000000347,1261,1,,2436,CARD,PAID,,54261.0
20241116,1000000348,468,2,4.0,4,CASH,PAID,,12414.6
20240829,1000000349,503,1,,3647,CARD,PAID,,44760.0
20240320,1000000350,1073,2,3.0,3,CASH,PAID,,42688.8
20240504,1000000351,997,2,1.0,1,CARD,PAID,,32670.0
20250216,1000000352,435,1,,3441,CARD,PAID,,35203.5
20250510,1000000353,1401,2,4.0,4,CASH,PAID,,41382.0
20250510,1000000354,202,1,,2190,CARD,PAID,,17172.0
20241211,1000000355,920,1,,1169,CARD,PAID,,50205.0
20250607,1000000356,1101,1,,2468,GATEWAY,PAID,,53361.0
20240301,1000000357,305,1,,2211,CARD,PAID,,14229.6
20250709,1000000358,268,1,,3813,CARD,PAID,,34485.0
20240709,1000000359,636,2,3.0,3,TRANSFER,PAID,,35574.0
20240926,1000000360,736,2,4.0,4,CASH,PAID,,62871.6
20250119,1000000361,938,1,,1223,GATEWAY,PAID,,72783.6
20240816,1000000362,356,1,,3337,CARD,PAID,,43560.0
20240609,1000000363,544,1,,1402,CARD,PAID,,13794.0
20250819,1000000364,952,2,2.0,2,CASH,PAID,,29882.16
20250822,1000000365,1016,1,,1394,CARD,REFUNDED,,81486.0
20250717,1000000366,1183,1,,1445,CARD,PAID,,57529.05
20250420,1000000367,1154,1,,2661,GATEWAY,PAID,,33570.0
,1000000368,1056,1,,3057,CARD,FAILED,,27336.0
20241213,1000000369,666,2,1.0,1,CARD,PAID,,39204.0
20250820,1000000370,1010,2,2.0,2,CASH,PAID,,36209.25
20240117,1000000371,977,1,,1665,GATEWAY,PAID,,37500.0
20240823,1000000372,172,1,,2161,GATEWAY,PAID,,15383.7
20240219,1000000373,1179,1,,1958,GATEWAY,PAID,,16146.0
20250417,1000000374,1048,2,2.0,2,CARD,PAID,,53361.0
20250624,1000000375,480,1,,3568,GATEWAY,PAID,,18051.75
20241217,1000000376,164,2,2.0,2,CASH,PAID,,51727.5
20240805,1000000377,902,2,1.0,1,CARD,PAID,,36300.0
20250906,1000000378,1096,1,,1438,GATEWAY,PAID,,49224.9
20250618,1000000379,1208,1,,3800,GATEWAY,PAID,,13968.0
20240614,1000000380,538,2,2.0,2,TRANSFER,PAID,,68534.4
20250519,1000000381,695,1,,2399,CARD,PAID,,80779.2
20240623,1000000382,766,1,,2817,CARD,PAID,,37800.0
20241123,1000000383,295,2,2.0,2,CARD,PAID,,51455.25
20250610,1000000384,864,1,,1701,GATEWAY,PAID,,42688.8
20240513,1000000385,314,2,2.0,2,TRANSFER,PAID,,91294.5
20241025,1000000386,299,2,1.0,1,CASH,PAID,,17242.5
20250330,1000000387,786,1,,2281,GATEWAY,PAID,,44760.0
20240604,1000000388,356,1,,4013,GATEWAY,PAID,,53835.0
20240506,1000000389,792,1,,3061,CARD,PAID,,12414.6
20240317,1000000390,88,1,,2073,CARD,PAID,,19957.5
20240208,1000000391,1426,1,,2342,CARD,REFUNDED,,17235.0
20240816,1000000392,1,2,2.0,2,CASH,PAID,,35574.0
20240321,1000000393,803,2,3.0,3,CARD,PAID,,14229.6
20250731,1000000394,589,1,,3930,GATEWAY,PAID,,47454.75
20240602,1000000395,1238,2,3.0,3,CASH,PAID,,44823.24
20240814,1000000396,293,1,,2039,GATEWAY,PAID,,58045.8
20250706,1000000397,882,1,,1492,CARD,PAID,,15420.0
20240329,1000000398,913,1,,4168,CARD,REFUNDED,,80188.8
20241004,1000000399,960,2,2.0,2,CASH,PAID,,57354.0
20250313,1000000400,1084,2,1.0,1,CASH,PAID,,15246.0
20250627,1000000401,1411,2,2.0,2,TRANSFER,PAID,,49005.0
20241220,1000000402,889,1,,2347,CARD,PAID,,44324.4
20241216,1000000403,814,1,,2071,CARD,PAID,,55650.0
20250313,1000000404,293,1,,2497,GATEWAY,PAID,,46076.4
20240820,1000000405,1121,1,,1564,GATEWAY,PAID,,80198.4
20240825,1000000406,696,2,1.0,1,CASH,PAID,,51727.5
,1000000407,331,1,,3779,CARD,FAILED,,31036.5
20241113,1000000408,106,1,,2897,CARD,PAID,,38252.7
,1000000409,918,2,2.0,2,CARD,FAILED,,39204.0
20250721,1000000410,305,1,,3330,CARD,PAID,,42688.8
20241110,1000000411,381,1,,4104,CARD,PAID,,47754.75
20241121,1000000412,176,2,3.0,3,TRANSFER,PAID,,28459.2
,1000000413,1269,2,2.0,2,CARD,FAILED,,29040.0
20250514,1000000414,128,1,,2300,GATEWAY,PAID,,48634.5
20250501,1000000415,424,2,2.0,2,CARD,PAID,,17787.0
,1000000416,7,2,4.0,4,CARD,FAILED,,39131.4
20240331,1000000417,105,2,3.0,3,TRANSFER,PAID,,31944.0
20240629,1000000418,1415,1,,1980,CARD,REFUNDED,,47364.0
20240324,1000000419,283,1,,1937,GATEWAY,PAID,,79436.1
20241211,1000000420,1430,2,2.0,2,CARD,PAID,,13794.0
20240902,1000000421,673,1,,3827,CARD,PAID,,40404.0
20250224,1000000422,1419,1,,3924,CARD,PAID,,68055.0
