date_id,order_id,customer_id,channel_id,store_id,address_id,carrier,tracking_number,status,shipping_fee,delivery_days
20240127,1000000037,482,1,,3321,Correo Argentino,TRK-B103OLM2ZZ,DELIVERED,0,4.0
20240202,1000000038,620,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20240523,1000000039,603,2,1.0,1,PICKUP,,DELIVERED,0,1.0
,1000000040,1028,1,,2145,Correo Argentino,,CANCELLED,0,
20240114,1000000041,1005,2,3.0,3,PICKUP,,DELIVERED,0,1.0
20240928,1000000042,790,1,,1029,Correo Argentino,TRK-T6YEYXIY47,DELIVERED,0,2.0
20240522,1000000043,665,1,,3039,Correo Argentino,TRK-4BKBFC142A,SHIPPED,0,5.0
20250903,1000000044,562,1,,2131,Correo Argentino,TRK-OE8JOVHWT3,DELIVERED,0,2.0
20240202,1000000045,998,1,,2980,Correo Argentino,TRK-78RSWE9YNS,DELIVERED,0,5.0
20240113,1000000046,276,1,,1489,Correo Argentino,TRK-ENFRRYBCN7,DELIVERED,0,4.0
20240308,1000000047,1469,2,2.0,2,PICKUP,,DELIVERED,0,1.0
20240913,1000000048,408,2,2.0,2,PICKUP,,READY,0,1.0
20240811,1000000049,1360,2,2.0,2,PICKUP,,DELIVERED,0,1.0
20240726,1000000050,1423,1,,1661,Correo Argentino,TRK-2UFL9MQ11P,DELIVERED,0,4.0
20240916,1000000051,741,1,,2863,Correo Argentino,TRK-TL9JNTSSQA,DELIVERED,0,3.0
20241105,1000000052,969,1,,2608,Correo Argentino,TRK-RK6C2JA3AN,DELIVERED,0,2.0
,1000000053,729,1,,1454,Correo Argentino,,CANCELLED,0,
20240316,1000000054,251,2,4.0,4,PICKUP,,SHIPPED,0,1.0
20250723,1000000055,1087,2,1.0,1,PICKUP,,SHIPPED,0,1.0
20250413,1000000056,659,1,,2887,Correo Argentino,TRK-F94E82XEU7,DELIVERED,0,3.0
20250221,1000000057,338,2,4.0,4,PICKUP,,DELIVERED,0,1.0
,1000000058,1068,1,,3071,Correo Argentino,,CANCELLED,0,
20240702,1000000059,958,1,,3535,Correo Argentino,TRK-GYMRRQSRNH,DELIVERED,0,5.0
,1000000060,428,2,4.0,4,PICKUP,,CANCELLED,0,
20250302,1000000061,1337,1,,1084,Correo Argentino,TRK-1JVAA08D71,DELIVERED,0,3.0
20241223,1000000062,1442,2,3.0,3,PICKUP,,DELIVERED,0,1.0
20240531,1000000063,939,1,,1406,Correo Argentino,TRK-4QRWG4O3VS,DELIVERED,0,2.0
20250305,1000000064,1409,1,,1307,Correo Argentino,TRK-GHR4X51MO5,DELIVERED,0,2.0
20240918,1000000065,1062,1,,2399,Correo Argentino,TRK-Y0WLIWLAP3,DELIVERED,0,4.0
,1000000066,988,1,,1134,Correo Argentino,,CANCELLED,0,
20250412,1000000067,778,1,,2248,Correo Argentino,TRK-WPHKOKPY98,DELIVERED,0,5.0
20241202,1000000068,77,1,,1620,Correo Argentino,TRK-95ADJ6QXJ8,SHIPPED,0,3.0
20240613,1000000069,700,1,,1476,Correo Argentino,TRK-75UERJVV88,DELIVERED,0,5.0
20250726,1000000070,425,1,,1428,Correo Argentino,TRK-SHAJ4MH7LK,SHIPPED,0,4.0
20240722,1000000071,1271,2,3.0,3,PICKUP,,DELIVERED,0,1.0
20240203,1000000072,1129,1,,3536,Correo Argentino,TRK-NH83FI4OJA,SHIPPED,0,5.0
20241208,1000000073,1224,1,,2119,Correo Argentino,TRK-3BTEYU6C8K,SHIPPED,0,3.0
20241215,1000000074,446,1,,3064,Correo Argentino,TRK-NQPTS0MMBB,DELIVERED,0,6.0
20250323,1000000075,867,1,,3681,Correo Argentino,TRK-A7O7MMZ1H4,DELIVERED,0,4.0
20240302,1000000076,127,1,,4185,Correo Argentino,TRK-Z56VK3U0QJ,DELIVERED,0,2.0
20241204,1000000077,874,2,1.0,1,PICKUP,,SHIPPED,0,1.0
20250110,1000000078,814,1,,3363,Correo Argentino,TRK-N8XZ4OSU2M,DELIVERED,0,3.0
20250917,1000000079,1189,1,,1836,Correo Argentino,TRK-XADN2TVDNH,SHIPPED,0,4.0
20241112,1000000080,584,1,,1065,Correo Argentino,TRK-S1OQO0J4EA,DELIVERED,0,5.0
20250203,1000000081,1433,1,,1949,Correo Argentino,TRK-LSXL8NV9UZ,DELIVERED,0,3.0
20250922,1000000082,670,1,,4099,Correo Argentino,TRK-4U2I1W5ENR,DELIVERED,0,3.0
20240211,1000000083,464,1,,1838,Correo Argentino,TRK-3QNYBMC06W,DELIVERED,0,4.0
20241126,1000000084,535,1,,1149,Correo Argentino,TRK-LWD8M7AMND,SHIPPED,0,3.0
20250302,1000000085,655,1,,3181,Correo Argentino,TRK-0RBFVTM6X4,DELIVERED,0,2.0
20250819,1000000086,833,1,,3247,Correo Argentino,TRK-A169DTQM73,DELIVERED,0,2.0
,1000000087,490,1,,2445,Correo Argentino,,CANCELLED,0,
20240204,1000000088,360,1,,2456,Correo Argentino,TRK-TBUL818CS4,DELIVERED,0,5.0
20250619,1000000089,1227,1,,2172,Correo Argentino,TRK-BJOJ02WY0U,DELIVERED,0,3.0
20240128,1000000090,624,1,,1034,Correo Argentino,TRK-E1JQQXF2A8,DELIVERED,0,4.0
20240218,1000000091,228,1,,3298,Correo Argentino,TRK-9YZ6V1VTIX,DELIVERED,0,2.0
20240614,1000000092,770,1,,1772,Correo Argentino,TRK-UO5Q5LF7GD,DELIVERED,0,2.0
20241114,1000000093,54,2,2.0,2,PICKUP,,DELIVERED,0,1.0
20241227,1000000094,1006,2,4.0,4,PICKUP,,SHIPPED,0,1.0
20250926,1000000095,247,1,,2291,Correo Argentino,TRK-RRS7KQI5WW,DELIVERED,0,4.0
20250523,1000000096,1127,2,3.0,3,PICKUP,,DELIVERED,0,1.0
20240612,1000000097,757,2,2.0,2,PICKUP,,DELIVERED,0,1.0
20250117,1000000098,520,1,,3443,Correo Argentino,TRK-N1XL8YRR4C,DELIVERED,0,5.0
20240228,1000000099,258,1,,1224,Correo Argentino,TRK-HUON3QASLA,DELIVERED,0,4.0
,1000000100,467,1,,2885,Correo Argentino,,CANCELLED,0,
20240331,1000000101,3,1,,1219,Correo Argentino,TRK-BD9O45FG3M,SHIPPED,0,5.0
20241120,1000000102,334,1,,3863,Correo Argentino,TRK-RBXP2IU4CP,DELIVERED,0,4.0
20240325,1000000103,802,2,3.0,3,PICKUP,,READY,0,1.0
20240324,1000000104,999,1,,4048,Correo Argentino,TRK-TPWY0TUZG2,DELIVERED,0,4.0
20240513,1000000105,176,1,,3440,Correo Argentino,TRK-3BQ6FWSKLW,DELIVERED,0,3.0
20250209,1000000106,801,1,,3956,Correo Argentino,TRK-6DCLEDO515,DELIVERED,0,2.0
20240523,1000000107,1113,1,,2943,Correo Argentino,TRK-RB1W0XWXVT,DELIVERED,0,5.0
20250704,1000000108,810,2,4.0,4,PICKUP,,DELIVERED,0,1.0
20240422,1000000109,581,2,4.0,4,PICKUP,,DELIVERED,0,1.0
,1000000110,1284,2,2.0,2,PICKUP,,CANCELLED,0,
20241221,1000000111,1333,1,,2876,Correo Argentino,TRK-UXV2O2QSZO,DELIVERED,0,4.0
20250228,1000000112,24,2,2.0,2,PICKUP,,SHIPPED,0,1.0
,1000000113,1222,2,1.0,1,PICKUP,,CANCELLED,0,
20240917,1000000114,63,2,1.0,1,PICKUP,,SHIPPED,0,1.0
20240220,1000000115,1078,1,,3,Correo Argentino,TRK-9SFI30M85Y,DELIVERED,0,2.0
20240702,1000000116,1091,1,,3609,Correo Argentino,TRK-GCUU54HEAG,DELIVERED,0,3.0
20250120,1000000117,524,1,,2254,Correo Argentino,TRK-YVM19QXR2C,DELIVERED,0,3.0
20250817,1000000118,1229,1,,3390,Correo Argentino,TRK-JRBNVL0OS3,DELIVERED,0,2.0
20250716,1000000119,458,2,4.0,4,PICKUP,,DELIVERED,0,1.0
20240419,1000000120,68,1,,2653,Correo Argentino,TRK-YMYMMHLK1B,DELIVERED,0,2.0
20241220,1000000121,959,2,4.0,4,PICKUP,,DELIVERED,0,1.0
20250830,1000000122,356,2,1.0,1,PICKUP,,DELIVERED,0,1.0
,1000000123,530,1,,1001,Correo Argentino,,CANCELLED,0,
20240207,1000000124,1420,1,,4004,Correo Argentino,TRK-OUKA4E7YCS,DELIVERED,0,4.0
20240709,1000000125,279,2,3.0,3,PICKUP,,DELIVERED,0,1.0
20240612,1000000126,779,2,3.0,3,PICKUP,,DELIVERED,0,1.0
20240229,1000000127,1383,1,,3113,Correo Argentino,TRK-LP15TFTZWC,DELIVERED,0,4.0
,1000000128,1189,1,,2352,Correo Argentino,,CANCELLED,0,
20250918,1000000129,1016,1,,4036,Correo Argentino,TRK-OTE0Q32RV2,DELIVERED,0,3.0
20250521,1000000130,595,2,3.0,3,PICKUP,,SHIPPED,0,1.0
20240125,1000000131,902,2,4.0,4,PICKUP,,DELIVERED,0,1.0
20240727,1000000132,317,1,,3542,Correo Argentino,TRK-ZK0XF0TEFY,DELIVERED,0,5.0
20240614,1000000133,1229,2,2.0,2,PICKUP,,DELIVERED,0,1.0
20240106,1000000134,279,2,3.0,3,PICKUP,,DELIVERED,0,1.0
20240530,1000000135,1498,2,4.0,4,PICKUP,,SHIPPED,0,1.0
20250121,1000000136,140,1,,2769,Correo Argentino,TRK-SB9FYY9V3Z,DELIVERED,0,4.0
20241116,1000000137,1115,1,,3541,Correo Argentino,TRK-8EM2BGA7SC,SHIPPED,0,5.0
20240104,1000000138,1240,1,,2700,Correo Argentino,TRK-W6GIOKOQS8,SHIPPED,0,4.0
20240407,1000000139,590,1,,2032,Correo Argentino,TRK-Q8P6U5PS47,DELIVERED,0,5.0
20250217,1000000140,645,2,3.0,3,PICKUP,,DELIVERED,0,1.0
20241130,1000000141,545,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20250626,1000000142,1208,1,,2951,Correo Argentino,TRK-AT0A573HXB,DELIVERED,0,2.0
20240606,1000000143,551,2,1.0,1,PICKUP,,DELIVERED,0,1.0
,1000000144,569,2,1.0,1,PICKUP,,CANCELLED,0,
20250720,1000000145,1305,1,,4174,Correo Argentino,TRK-5WJ0VSGHJU,DELIVERED,0,4.0
20240506,1000000146,280,1,,3727,Correo Argentino,TRK-XNALT4U6O3,DELIVERED,0,5.0
20241208,1000000147,1338,1,,2468,Correo Argentino,TRK-TVS9QKJFPY,DELIVERED,0,5.0
20250622,1000000148,84,1,,3443,Correo Argentino,TRK-IAC72SYOJT,DELIVERED,0,3.0
20250122,1000000149,655,1,,2113,Correo Argentino,TRK-86P5XH4ZUZ,DELIVERED,0,5.0
20250530,1000000150,513,2,4.0,4,PICKUP,,DELIVERED,0,1.0
20240416,1000000151,884,2,3.0,3,PICKUP,,DELIVERED,0,1.0
20240108,1000000152,385,2,2.0,2,PICKUP,,DELIVERED,0,1.0
,1000000153,723,2,2.0,2,PICKUP,,CANCELLED,0,
20240701,1000000154,110,2,1.0,1,PICKUP,,SHIPPED,0,1.0
20240213,1000000155,1197,1,,4121,Correo Argentino,TRK-MPCEM8ML7K,DELIVERED,0,4.0
20241029,1000000156,833,2,2.0,2,PICKUP,,DELIVERED,0,1.0
,1000000157,371,2,3.0,3,PICKUP,,CANCELLED,0,
20240424,1000000158,905,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20240715,1000000159,389,1,,1303,Correo Argentino,TRK-7LRC6G1HAV,DELIVERED,0,5.0
20240613,1000000160,1299,2,4.0,4,PICKUP,,DELIVERED,0,1.0
20241022,1000000161,725,1,,3908,Correo Argentino,TRK-ZU6O2A2X17,DELIVERED,0,4.0
20250731,1000000162,645,2,4.0,4,PICKUP,,SHIPPED,0,1.0
20240225,1000000163,584,1,,1132,Correo Argentino,TRK-U6UA2YY3HB,DELIVERED,0,4.0
20250223,1000000164,436,1,,3758,Correo Argentino,TRK-TMG2PU2NU4,DELIVERED,0,2.0
20250828,1000000165,293,1,,3357,Correo Argentino,TRK-D8V0DBNSG3,DELIVERED,0,4.0
20250728,1000000166,1065,1,,3492,Correo Argentino,TRK-TTEUGQV2X2,DELIVERED,0,2.0
,1000000167,1234,1,,3702,Correo Argentino,,CANCELLED,0,
,1000000168,400,1,,3523,Correo Argentino,,CANCELLED,0,
20240709,1000000169,251,1,,2325,Correo Argentino,TRK-NM8H174TJH,DELIVERED,0,5.0
20240329,1000000170,764,2,4.0,4,PICKUP,,SHIPPED,0,1.0
20250228,1000000171,1490,1,,3553,Correo Argentino,TRK-GZTE0MZNMX,READY,0,3.0
20240508,1000000172,181,1,,2801,Correo Argentino,TRK-DGOJGP2GBU,DELIVERED,0,4.0
20250617,1000000173,693,1,,2631,Correo Argentino,TRK-VBAXIAQJKB,DELIVERED,0,5.0
20240907,1000000174,672,2,2.0,2,PICKUP,,DELIVERED,0,1.0
20240601,1000000175,786,1,,3157,Correo Argentino,TRK-WD62JC0VLK,SHIPPED,0,3.0
20250225,1000000176,1347,2,2.0,2,PICKUP,,DELIVERED,0,1.0
20241124,1000000177,628,1,,1864,Correo Argentino,TRK-TSU2MSGQGV,DELIVERED,0,3.0
20250503,1000000178,1485,2,2.0,2,PICKUP,,SHIPPED,0,1.0
20250813,1000000179,805,1,,3731,Correo Argentino,TRK-DOH59G5HG5,DELIVERED,0,3.0
20240522,1000000180,445,1,,1749,Correo Argentino,TRK-WTK41NS6CW,DELIVERED,0,2.0
20241113,1000000181,560,1,,1079,Correo Argentino,TRK-2HK5GYIMQ5,DELIVERED,0,2.0
20240909,1000000182,403,1,,3603,Correo Argentino,TRK-3VO06V5F4C,DELIVERED,0,7.0
20241026,1000000183,693,2,1.0,1,PICKUP,,SHIPPED,0,1.0
20250511,1000000184,274,2,2.0,2,PICKUP,,SHIPPED,0,1.0
20240719,1000000185,804,1,,1940,Correo Argentino,TRK-XVT3OPQZDN,DELIVERED,0,5.0
20240731,1000000186,1495,1,,2360,Correo Argentino,TRK-6LCGCSEFEL,DELIVERED,0,2.0
20250212,1000000187,48,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20250823,1000000188,661,2,3.0,3,PICKUP,,DELIVERED,0,1.0
20240503,1000000189,984,1,,2808,Correo Argentino,TRK-MZ7KO0QL4T,SHIPPED,0,2.0
20240606,1000000190,1384,1,,2968,Correo Argentino,TRK-X696GHSKZW,SHIPPED,0,5.0
,1000000191,788,1,,1202,Correo Argentino,,CANCELLED,0,
20240308,1000000192,456,2,2.0,2,PICKUP,,SHIPPED,0,1.0
20240216,1000000193,427,1,,1691,Correo Argentino,TRK-N0C9SM2QFJ,DELIVERED,0,3.0
20250914,1000000194,866,1,,3570,Correo Argentino,TRK-7MYF01NWQ1,DELIVERED,0,5.0
20250301,1000000195,371,1,,1596,Correo Argentino,TRK-5950NTLRAC,DELIVERED,0,4.0
20250815,1000000196,1000,1,,2380,Correo Argentino,TRK-3RJ4BIOHK0,DELIVERED,0,2.0
20240410,1000000197,1404,1,,1791,Correo Argentino,TRK-M0DL4YCPUU,DELIVERED,0,2.0
20240204,1000000198,1159,1,,1784,Correo Argentino,TRK-XPU46U15UT,DELIVERED,0,3.0
20250320,1000000199,1040,1,,3793,Correo Argentino,TRK-O91D35I9X4,DELIVERED,0,5.0
20240926,1000000200,464,1,,3533,Correo Argentino,TRK-LSZKZN0LYI,DELIVERED,0,3.0
20241117,1000000201,166,1,,3937,Correo Argentino,TRK-WPOOZWRSXF,DELIVERED,0,3.0
20250327,1000000202,1056,2,3.0,3,PICKUP,,DELIVERED,0,1.0
20241117,1000000203,925,2,3.0,3,PICKUP,,DELIVERED,0,1.0
,1000000204,488,1,,1253,Correo Argentino,,CANCELLED,0,
20241001,1000000205,903,1,,1894,Correo Argentino,TRK-Q495C57TPW,DELIVERED,0,4.0
20250727,1000000206,70,1,,2088,Correo Argentino,TRK-YOZRB7EYB4,SHIPPED,0,4.0
20250508,1000000207,1459,1,,2326,Correo Argentino,TRK-MXL244VRBJ,DELIVERED,0,2.0
20250411,1000000208,500,2,2.0,2,PICKUP,,DELIVERED,0,1.0
20250404,1000000209,361,1,,2293,Correo Argentino,TRK-QS7JP1ILRI,DELIVERED,0,2.0
20250321,1000000210,476,1,,3586,Correo Argentino,TRK-HMK0UFUCGU,DELIVERED,0,2.0
20250719,1000000211,1400,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20250219,1000000212,945,1,,1882,Correo Argentino,TRK-EI5CQOM3OQ,DELIVERED,0,4.0
20240417,1000000213,1443,1,,1896,Correo Argentino,TRK-JVXGL1QGOU,DELIVERED,0,3.0
20240720,1000000214,1430,1,,3683,Correo Argentino,TRK-3LP62TMLP0,DELIVERED,0,2.0
20240130,1000000215,1330,1,,2575,Correo Argentino,TRK-W5E1QML5MQ,DELIVERED,0,4.0
20250511,1000000216,274,1,,1502,Correo Argentino,TRK-AYM9Q11ZOD,DELIVERED,0,5.0
20240405,1000000217,1251,2,2.0,2,PICKUP,,DELIVERED,0,1.0
20240705,1000000218,176,1,,1546,Correo Argentino,TRK-CP4OTN8HPB,DELIVERED,0,4.0
20240612,1000000219,42,2,2.0,2,PICKUP,,SHIPPED,0,1.0
20250922,1000000220,582,1,,2929,Correo Argentino,TRK-C1TLW78F6M,DELIVERED,0,4.0
20250507,1000000221,4,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20240830,1000000222,569,2,2.0,2,PICKUP,,DELIVERED,0,1.0
20241224,1000000223,157,2,1.0,1,PICKUP,,SHIPPED,0,1.0
20250323,1000000224,649,1,,1307,Correo Argentino,TRK-E3PPMBLC09,DELIVERED,0,2.0
20250806,1000000225,1230,1,,2399,Correo Argentino,TRK-JVVF010AIA,DELIVERED,0,4.0
20240717,1000000226,197,1,,3863,Correo Argentino,TRK-JJUIDCE74A,DELIVERED,0,5.0
20240718,1000000227,731,1,,3590,Correo Argentino,TRK-GSHXM42YVK,DELIVERED,0,2.0
20250328,1000000228,506,1,,3643,Correo Argentino,TRK-INJV5S1HHW,DELIVERED,0,4.0
,1000000229,751,2,2.0,2,PICKUP,,CANCELLED,0,
20241230,1000000230,485,1,,2337,Correo Argentino,TRK-9MRQVD7X1J,DELIVERED,0,5.0
20240609,1000000231,823,1,,1053,Correo Argentino,TRK-YP7VNSGOLC,SHIPPED,0,2.0
20250222,1000000232,680,1,,2493,Correo Argentino,TRK-DZYUMNQIZK,SHIPPED,0,4.0
20241120,1000000233,417,1,,3089,Correo Argentino,TRK-BP8B1VFO0G,DELIVERED,0,2.0
20250529,1000000234,677,1,,3201,Correo Argentino,TRK-4Z78IY664L,DELIVERED,0,5.0
,1000000235,1327,2,2.0,2,PICKUP,,CANCELLED,0,
20250104,1000000236,593,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20241114,1000000237,606,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20250322,1000000238,137,2,2.0,2,PICKUP,,SHIPPED,0,1.0
20240221,1000000239,487,1,,2633,Correo Argentino,TRK-6QXN6I8BLI,DELIVERED,0,5.0
20241021,1000000240,909,1,,3062,Correo Argentino,TRK-X7LOFOLANG,DELIVERED,0,5.0
20241011,1000000241,179,2,1.0,1,PICKUP,,DELIVERED,0,1.0
,1000000242,183,1,,3013,Correo Argentino,,CANCELLED,0,
20250609,1000000243,536,1,,1823,Correo Argentino,TRK-36SR7I0SAS,DELIVERED,0,4.0
20240913,1000000244,1341,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20250508,1000000245,378,2,1.0,1,PICKUP,,DELIVERED,0,1.0
,1000000246,548,1,,1533,Correo Argentino,,CANCELLED,0,
20241203,1000000247,757,1,,4127,Correo Argentino,TRK-F075G514A9,DELIVERED,0,5.0
20241026,1000000248,522,2,4.0,4,PICKUP,,DELIVERED,0,1.0
20240419,1000000249,1384,2,3.0,3,PICKUP,,DELIVERED,0,1.0
20240922,1000000250,473,1,,1839,Correo Argentino,TRK-PUN6EN1KQ1,DELIVERED,0,4.0
20240315,1000000251,1316,2,3.0,3,PICKUP,,DELIVERED,0,1.0
20240302,1000000252,1356,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20250424,1000000253,266,1,,2460,Correo Argentino,TRK-TSK3A0YQ6W,DELIVERED,0,5.0
20241013,1000000254,1359,2,2.0,2,PICKUP,,DELIVERED,0,1.0
20240814,1000000255,843,1,,3929,Correo Argentino,TRK-8BWQRUEYS2,DELIVERED,0,4.0
20241002,1000000256,599,1,,1101,Correo Argentino,TRK-RVD511UODZ,DELIVERED,0,4.0
20250530,1000000257,1048,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20241227,1000000258,319,1,,4044,Correo Argentino,TRK-KXPDA6C6W5,DELIVERED,0,2.0
20250905,1000000259,846,1,,1971,Correo Argentino,TRK-20HMH74UZ5,DELIVERED,0,3.0
20241213,1000000260,1491,1,,3535,Correo Argentino,TRK-XYI1O46MZJ,DELIVERED,0,3.0
20250815,1000000261,79,1,,2362,Correo Argentino,TRK-D0N515YRWY,DELIVERED,0,2.0
20241119,1000000262,748,1,,4051,Correo Argentino,TRK-97AXUHZD9O,DELIVERED,0,5.0
20250101,1000000263,537,1,,4142,Correo Argentino,TRK-FYNETUY56H,SHIPPED,0,3.0
20250819,1000000264,303,2,2.0,2,PICKUP,,SHIPPED,0,1.0
20240428,1000000265,1065,1,,2753,Correo Argentino,TRK-2JRCHT1TPG,DELIVERED,0,5.0
20250508,1000000266,606,1,,2854,Correo Argentino,TRK-VA6AR1AR6U,DELIVERED,0,2.0
20240301,1000000267,553,1,,2628,Correo Argentino,TRK-QI2WJJ807C,DELIVERED,0,4.0
,1000000268,656,1,,1357,Correo Argentino,,CANCELLED,0,
,1000000269,786,1,,2398,Correo Argentino,,CANCELLED,0,
20240216,1000000270,663,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20240213,1000000271,833,1,,2293,Correo Argentino,TRK-9Q7IVQHXSI,DELIVERED,0,5.0
20241026,1000000272,844,1,,2057,Correo Argentino,TRK-WZYFMQFKIL,DELIVERED,0,5.0
20240302,1000000273,720,1,,1349,Correo Argentino,TRK-N0MWFS58BQ,DELIVERED,0,2.0
20240928,1000000274,169,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20240622,1000000275,969,1,,2854,Correo Argentino,TRK-UQI62K3L0W,DELIVERED,0,4.0
20250526,1000000276,268,2,4.0,4,PICKUP,,SHIPPED,0,1.0
20241014,1000000277,122,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20250305,1000000278,617,1,,3837,Correo Argentino,TRK-KFFN16DB0I,DELIVERED,0,5.0
,1000000279,608,1,,3264,Correo Argentino,,CANCELLED,0,
20240720,1000000280,732,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20250312,1000000281,211,1,,3118,Correo Argentino,TRK-72W7RNTWXW,DELIVERED,0,4.0
20241229,1000000282,475,1,,2563,Correo Argentino,TRK-V20K9JX42E,DELIVERED,0,3.0
20250722,1000000283,949,1,,3708,Correo Argentino,TRK-AGYGGFMNUF,DELIVERED,0,4.0
20240309,1000000284,426,2,2.0,2,PICKUP,,DELIVERED,0,1.0
,1000000285,386,1,,2439,Correo Argentino,,CANCELLED,0,
20240712,1000000286,500,1,,3063,Correo Argentino,TRK-2HRWR931OS,DELIVERED,0,3.0
20250617,1000000287,677,2,1.0,1,PICKUP,,SHIPPED,0,1.0
20250201,1000000288,33,2,1.0,1,PICKUP,,SHIPPED,0,1.0
,1000000289,194,1,,4133,Correo Argentino,,CANCELLED,0,
20241105,1000000290,78,1,,3785,Correo Argentino,TRK-OZ5CUWXG8T,DELIVERED,0,4.0
20241018,1000000291,102,1,,2992,Correo Argentino,TRK-40OOBAGXKK,SHIPPED,0,6.0
20250429,1000000292,1072,2,4.0,4,PICKUP,,SHIPPED,0,1.0
20250822,1000000293,754,1,,2355,Correo Argentino,TRK-TTMA008WBG,SHIPPED,0,4.0
,1000000294,195,1,,2148,Correo Argentino,,CANCELLED,0,
20250327,1000000295,862,2,4.0,4,PICKUP,,DELIVERED,0,1.0
20240628,1000000296,240,2,2.0,2,PICKUP,,SHIPPED,0,1.0
20250811,1000000297,682,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20241104,1000000298,849,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20240506,1000000299,807,2,3.0,3,PICKUP,,DELIVERED,0,1.0
