date_id,customer_id,channel_id,nps_id,score,comment
20250813,1026,1,13000000045,8,Muy conforme con la calidad
20250419,812,2,13000000046,7,
20240313,994,1,13000000047,10,Entrega rápida y producto excelente
20250723,1171,2,13000000048,10,
20250326,1207,2,13000000049,2,Podría mejorar el empaque
20241118,1467,1,13000000050,8,Todo perfecto
20240606,1484,2,13000000051,8,Muy conforme con la calidad
20240523,815,1,13000000052,9,Atención muy buena
20240705,500,1,13000000053,9,Todo perfecto
20241216,1048,2,13000000054,10,
20240414,19,1,13000000055,7,Entrega rápida y producto excelente
20241005,804,2,13000000056,7,Podría mejorar el empaque
20241023,500,2,13000000057,9,Entrega rápida y producto excelente
20250618,1179,2,13000000058,7,Podría mejorar el empaque
20250405,902,2,13000000059,9,Entrega rápida y producto excelente
20240302,548,1,13000000060,6,Atención muy buena
20240115,1335,1,13000000061,9,Volvería a comprar
20240724,903,1,13000000062,10,
20250426,807,1,13000000063,8,Todo perfecto
20250328,43,2,13000000064,7,Tardó un poco más de lo esperado
20250430,1189,2,13000000065,8,Todo perfecto
20240630,554,1,13000000066,7,Entrega rápida y producto excelente
20250125,1411,1,13000000067,9,Podría mejorar el empaque
20240218,990,1,13000000068,2,Podría mejorar el empaque
20240430,581,2,13000000069,8,Entrega rápida y producto excelente
20250603,1214,2,13000000070,2,Muy conforme con la calidad
20250604,1182,1,13000000071,8,
20241015,56,2,13000000072,9,Muy conforme con la calidad
20240809,1443,1,13000000073,9,Muy conforme con la calidad
20240924,822,1,13000000074,9,Podría mejorar el empaque
20250727,18,1,13000000075,7,Atención muy buena
20241212,436,1,13000000076,8,Podría mejorar el empaque
20240815,558,2,13000000077,9,Volvería a comprar
20250426,1202,2,13000000078,9,Todo perfecto
20241006,1412,2,13000000079,0,Podría mejorar el empaque
20250302,1336,2,13000000080,6,Tardó un poco más de lo esperado
20250916,1336,1,13000000081,7,Muy conforme con la calidad
20241209,1224,2,13000000082,10,
20240728,859,1,13000000083,9,Atención muy buena
20240128,818,1,13000000084,10,Volvería a comprar
20241026,816,2,13000000085,6,Entrega rápida y producto excelente
20241016,653,1,13000000086,9,Muy conforme con la calidad
20241214,1056,1,13000000087,8,Tardó un poco más de lo esperado
20240205,1037,1,13000000088,7,Entrega rápida y producto excelente
20241228,959,2,13000000089,8,Podría mejorar el empaque
20241228,1406,1,13000000090,6,Atención muy buena
20250702,1296,1,13000000091,9,Entrega rápida y producto excelente
20250815,629,1,13000000092,5,Atención muy buena
20240306,439,2,13000000093,4,Tardó un poco más de lo esperado
20250901,1423,1,13000000094,8,Todo perfecto
20240529,1336,2,13000000095,8,Podría mejorar el empaque
20250824,1453,2,13000000096,6,
20240807,722,1,13000000097,8,Podría mejorar el empaque
20240808,616,1,13000000098,10,Volvería a comprar
20240815,1104,1,13000000099,10,Todo perfecto
20241017,1004,1,13000000100,4,Tardó un poco más de lo esperado
20240408,304,2,13000000101,9,Podría mejorar el empaque
20240114,114,2,13000000102,10,Atención muy buena
20241008,248,2,13000000103,9,Entrega rápida y producto excelente
20240518,208,1,13000000104,5,Podría mejorar el empaque
20240120,445,1,13000000105,10,Tardó un poco más de lo esperado
20240214,1304,2,13000000106,10,Volvería a comprar
20240829,1493,1,13000000107,7,Muy conforme con la calidad
20240822,1123,1,13000000108,8,Entrega rápida y producto excelente
20250724,174,2,13000000109,5,Podría mejorar el empaque
20250814,825,1,13000000110,8,Podría mejorar el empaque
20250615,1120,2,13000000111,4,Todo perfecto
20240112,1101,1,13000000112,3,Atención muy buena
20240210,659,2,13000000113,7,Tardó un poco más de lo esperado
20240123,1379,1,13000000114,7,Tardó un poco más de lo esperado
20250920,550,2,13000000115,9,Volvería a comprar
20240314,1177,1,13000000116,7,Todo perfecto
20250607,1149,1,13000000117,9,Todo perfecto
20250602,236,1,13000000118,9,Volvería a comprar
20250203,226,1,13000000119,9,Volvería a comprar
20250210,850,2,13000000120,6,Entrega rápida y producto excelente
20241019,599,1,13000000121,8,Volvería a comprar
20250817,1230,2,13000000122,9,Entrega rápida y producto excelente
20250310,1177,1,13000000123,7,Volvería a comprar
20250119,728,1,13000000124,9,Todo perfecto
20250125,268,2,13000000125,7,Podría mejorar el empaque
20241023,980,2,13000000126,8,Atención muy buena
20240202,902,2,13000000127,5,Muy conforme con la calidad
20240406,800,2,13000000128,4,Podría mejorar el empaque
20250421,1447,1,13000000129,10,Podría mejorar el empaque
20250222,130,1,13000000130,7,Entrega rápida y producto excelente
20250601,1176,2,13000000131,9,Podría mejorar el empaque
20250731,771,2,13000000132,8,Entrega rápida y producto excelente
20241205,158,1,13000000133,0,Atención muy buena
20250612,811,1,13000000134,1,
20241004,1369,1,13000000135,8,Podría mejorar el empaque
20250107,131,2,13000000136,8,Atención muy buena
20240714,69,2,13000000137,9,
20240727,395,1,13000000138,9,Muy conforme con la calidad
20250306,1106,2,13000000139,6,Entrega rápida y producto excelente
20240816,4,1,13000000140,0,Atención muy buena
20250716,292,1,13000000141,7,
20250124,1467,1,13000000142,5,Entrega rápida y producto excelente
20240908,317,1,13000000143,1,Todo perfecto
20250705,1374,2,13000000144,10,Todo perfecto
20240223,607,1,13000000145,6,
20250520,661,1,13000000146,8,
20240530,315,1,13000000147,7,
20241002,522,2,13000000148,0,Podría mejorar el empaque
20241016,697,1,13000000149,2,Entrega rápida y producto excelente
20250526,1351,1,13000000150,5,Todo perfecto
20250311,1209,2,13000000151,9,Tardó un poco más de lo esperado
20240927,93,1,13000000152,8,Tardó un poco más de lo esperado
20250707,8,2,13000000153,8,
20250208,1487,1,13000000154,8,Todo perfecto
20250604,501,1,13000000155,9,
20250705,949,1,13000000156,8,
20250114,745,1,13000000157,10,Atención muy buena
20250916,58,2,13000000158,8,Atención muy buena
20250507,1226,1,13000000159,9,Muy conforme con la calidad
20240331,952,2,13000000160,8,Podría mejorar el empaque
20250718,1424,1,13000000161,7,Podría mejorar el empaque
20250921,146,1,13000000162,8,Volvería a comprar
20250301,831,1,13000000163,3,Todo perfecto
20250804,991,1,13000000164,0,Tardó un poco más de lo esperado
20250111,485,1,13000000165,8,Tardó un poco más de lo esperado
20240812,789,2,13000000166,4,Volvería a comprar
20240326,1456,1,13000000167,1,Entrega rápida y producto excelente
20250619,1341,2,13000000168,8,Todo perfecto
20241215,993,1,13000000169,7,Entrega rápida y producto excelente
20241009,710,2,13000000170,8,
20240922,609,1,13000000171,6,
20250708,763,1,13000000172,4,Tardó un poco más de lo esperado
20250612,1356,1,13000000173,1,Volvería a comprar
20240602,1275,2,13000000174,7,Entrega rápida y producto excelente
20250917,490,2,13000000175,9,Todo perfecto
20240821,523,1,13000000176,9,
20240707,1234,2,13000000177,9,Volvería a comprar
20240806,1163,1,13000000178,8,
20251005,406,2,13000000179,8,Atención muy buena
20250710,835,1,13000000180,2,Volvería a comprar
20250507,320,1,13000000181,8,Volvería a comprar
20250106,414,1,13000000182,7,Muy conforme con la calidad
20240327,1463,1,13000000183,9,
20240726,928,2,13000000184,10,
20250221,643,1,13000000185,9,Podría mejorar el empaque
20250212,999,2,13000000186,2,
20250629,207,1,13000000187,7,Muy conforme con la calidad
20250222,641,1,13000000188,0,Entrega rápida y producto excelente
20251006,1110,1,13000000189,1,Podría mejorar el empaque
20250524,1062,1,13000000190,8,Todo perfecto
20240810,698,1,13000000191,1,
20250629,1236,1,13000000192,10,Todo perfecto
20240510,755,1,13000000193,8,Volvería a comprar
20240731,329,1,13000000194,7,Podría mejorar el empaque
20240925,800,1,13000000195,7,Todo perfecto
20240130,678,1,13000000196,10,Todo perfecto
20240514,1383,1,13000000197,10,Tardó un poco más de lo esperado
20240405,1251,1,13000000198,10,Todo perfecto
20240225,1252,1,13000000199,7,Entrega rápida y producto excelente
20250919,283,1,13000000200,5,Todo perfecto
20240714,907,2,13000000201,2,Todo perfecto
20241225,893,1,13000000202,1,Entrega rápida y producto excelente
20250428,413,2,13000000203,8,Volvería a comprar
20241027,788,2,13000000204,10,Podría mejorar el empaque
20250831,350,2,13000000205,8,Todo perfecto
20240118,758,2,13000000206,5,Muy conforme con la calidad
20250726,699,2,13000000207,10,Muy conforme con la calidad
20240206,689,1,13000000208,9,Tardó un poco más de lo esperado
20240424,348,1,13000000209,1,Tardó un poco más de lo esperado
20250502,974,1,13000000210,9,Entrega rápida y producto excelente
20250728,444,1,13000000211,7,Muy conforme con la calidad
20250906,96,1,13000000212,9,Tardó un poco más de lo esperado
20250119,674,1,13000000213,7,Podría mejorar el empaque
20241110,867,1,13000000214,8,Muy conforme con la calidad
20250726,686,1,13000000215,7,
20240609,640,1,13000000216,10,Todo perfecto
20240810,1191,1,13000000217,9,Entrega rápida y producto excelente
20250524,321,2,13000000218,5,Volvería a comprar
20240928,1045,1,13000000219,3,Entrega rápida y producto excelente
20240113,644,2,13000000220,10,Atención muy buena
20250722,514,2,13000000221,8,Todo perfecto
20250204,649,1,13000000222,6,
20250822,1294,2,13000000223,5,Podría mejorar el empaque
20250807,814,2,13000000224,4,Volvería a comprar
20241206,801,1,13000000225,7,Entrega rápida y producto excelente
20241208,351,1,13000000226,5,Todo perfecto
20241006,838,2,13000000227,8,Todo perfecto
20250514,78,1,13000000228,6,Podría mejorar el empaque
20241220,1338,1,13000000229,2,Podría mejorar el empaque
20240601,182,2,13000000230,7,
20241122,560,1,13000000231,4,Atención muy buena
20240407,1390,1,13000000232,6,
20241229,130,2,13000000233,4,Tardó un poco más de lo esperado
20250514,1143,2,13000000234,2,Muy conforme con la calidad
20250418,223,2,13000000235,7,Atención muy buena
20240216,622,1,13000000236,2,Volvería a comprar
20240609,1328,1,13000000237,9,Muy conforme con la calidad
20240227,1192,1,13000000238,7,Tardó un poco más de lo esperado
20240621,119,1,13000000239,2,Tardó un poco más de lo esperado
20250813,1115,1,13000000240,8,Podría mejorar el empaque
20240421,49,1,13000000241,8,Todo perfecto
20250903,1133,2,13000000242,5,Muy conforme con la calidad
20250716,193,1,13000000243,9,Volvería a comprar
20240128,539,1,13000000244,6,Tardó un poco más de lo esperado
20250326,200,1,13000000245,7,Podría mejorar el empaque
20240125,1084,1,13000000246,10,Podría mejorar el empaque
20240506,422,2,13000000247,10,Entrega rápida y producto excelente
20240905,348,2,13000000248,6,Entrega rápida y producto excelente
20250918,951,1,13000000249,9,Volvería a comprar
20241126,251,2,13000000250,7,Tardó un poco más de lo esperado
20250122,26,1,13000000251,8,Atención muy buena
20250314,1063,2,13000000252,6,Volvería a comprar
20240202,271,1,13000000253,8,Podría mejorar el empaque
20250120,567,1,13000000254,9,Entrega rápida y producto excelente
20250723,254,1,13000000255,9,Atención muy buena
20240405,66,2,13000000256,6,Entrega rápida y producto excelente
20250105,518,1,13000000257,0,Entrega rápida y producto excelente
20240626,603,1,13000000258,7,Tardó un poco más de lo esperado
20240130,321,1,13000000259,4,
20250531,1210,2,13000000260,9,Tardó un poco más de lo esperado
20250209,407,2,13000000261,7,Atención muy buena
20250102,996,2,13000000262,9,Podría mejorar el empaque
20241103,1192,2,13000000263,8,Tardó un poco más de lo esperado
20240812,221,1,13000000264,1,Podría mejorar el empaque
20250724,1189,1,13000000265,6,Muy conforme con la calidad
20240723,1230,1,13000000266,9,Todo perfecto
20241208,244,1,13000000267,6,Podría mejorar el empaque
20241029,416,1,13000000268,6,Entrega rápida y producto excelente
20241021,289,2,13000000269,7,
20240907,233,1,13000000270,0,Todo perfecto
20250319,300,1,13000000271,7,Todo perfecto
20241004,1066,1,13000000272,5,Atención muy buena
20240207,854,2,13000000273,10,Atención muy buena
20240127,1339,1,13000000274,7,Tardó un poco más de lo esperado
20241227,484,1,13000000275,10,Todo perfecto
20240112,948,1,13000000276,6,Entrega rápida y producto excelente
20241122,713,1,13000000277,6,Tardó un poco más de lo esperado
20250422,1466,1,13000000278,9,Entrega rápida y producto excelente
20250616,426,1,13000000279,7,Atención muy buena
20250304,1313,1,13000000280,0,Todo perfecto
20240716,995,1,13000000281,4,Muy conforme con la calidad
20250312,499,1,13000000282,8,Tardó un poco más de lo esperado
20250307,1408,2,13000000283,7,Tardó un poco más de lo esperado
20250311,498,1,13000000284,8,Entrega rápida y producto excelente
20241124,840,1,13000000285,6,Muy conforme con la calidad
20250210,92,1,13000000286,9,Tardó un poco más de lo esperado
20251006,1449,2,13000000287,9,Tardó un poco más de lo esperado
20250929,1129,2,13000000288,7,Entrega rápida y producto excelente
20241127,972,2,13000000289,8,
20250917,260,2,13000000290,8,Volvería a comprar
20240123,683,2,13000000291,4,Tardó un poco más de lo esperado
20250427,1042,1,13000000292,2,Volvería a comprar
20240307,1422,1,13000000293,6,Muy conforme con la calidad
20240309,1347,2,13000000294,9,
20250218,705,2,13000000295,8,Muy conforme con la calidad
20250620,1306,2,13000000296,10,Entrega rápida y producto excelente
20241206,327,2,13000000297,0,Entrega rápida y producto excelente
20240313,1119,1,13000000298,5,Podría mejorar el empaque
20250720,2,1,13000000299,10,Muy conforme con la calidad
20240225,988,1,13000000300,8,Podría mejorar el empaque
20250708,1485,1,13000000301,8,Atención muy buena
20250717,791,1,13000000302,8,Volvería a comprar
20250429,204,1,13000000303,9,Podría mejorar el empaque
20240504,22,2,13000000304,8,Entrega rápida y producto excelente
20250105,510,2,13000000305,1,
20240406,614,2,13000000306,9,
20241222,27,2,13000000307,9,Podría mejorar el empaque
20250721,1319,2,13000000308,6,Todo perfecto
20241117,845,1,13000000309,9,Volvería a comprar
20250714,783,2,13000000310,5,Muy conforme con la calidad
20250826,1350,1,13000000311,9,
20250817,773,1,13000000312,7,Todo perfecto
20241027,1457,1,13000000313,4,Tardó un poco más de lo esperado
20241013,1488,1,13000000314,9,Atención muy buena
20240904,1286,1,13000000315,10,Muy conforme con la calidad
20250830,1306,1,13000000316,9,Tardó un poco más de lo esperado
20240209,397,2,13000000317,8,Podría mejorar el empaque
20240330,341,1,13000000318,4,Entrega rápida y producto excelente
20250523,1475,2,13000000319,9,Entrega rápida y producto excelente
20240212,963,1,13000000320,5,Entrega rápida y producto excelente
20240614,423,1,13000000321,9,Todo perfecto
20240418,1176,2,13000000322,9,Entrega rápida y producto excelente
20240410,1128,2,13000000323,8,Tardó un poco más de lo esperado
20250914,56,1,13000000324,8,Todo perfecto
20240424,389,2,13000000325,5,Atención muy buena
20250327,598,2,13000000326,9,Podría mejorar el empaque
20240602,2,2,13000000327,7,Todo perfecto
20250304,118,2,13000000328,8,Volvería a comprar
20250618,835,1,13000000329,10,
20241102,554,1,13000000330,7,Todo perfecto
20250930,371,1,13000000331,10,
20250609,965,1,13000000332,9,Volvería a comprar
20250215,687,2,13000000333,6,Atención muy buena
20241218,516,1,13000000334,9,
20250506,1295,2,13000000335,8,Volvería a comprar
20240904,660,1,13000000336,4,Tardó un poco más de lo esperado
20251005,838,2,13000000337,8,
20241011,447,2,13000000338,8,Atención muy buena
20240314,1187,2,13000000339,4,Volvería a comprar
20250701,1457,1,13000000340,7,Entrega rápida y producto excelente
20241104,16,1,13000000341,7,Podría mejorar el empaque
20240620,1421,1,13000000342,0,Tardó un poco más de lo esperado
20240813,861,1,13000000343,9,Muy conforme con la calidad
20241008,515,1,13000000344,2,Todo perfecto
20240518,280,1,13000000345,10,Entrega rápida y producto excelente
20240908,829,1,13000000346,7,Podría mejorar el empaque
20250721,1319,1,13000000347,10,Entrega rápida y producto excelente
20250703,682,1,13000000348,10,Tardó un poco más de lo esperado
20250918,649,1,13000000349,7,Entrega rápida y producto excelente
20240803,1041,1,13000000350,8,Todo perfecto
20241020,559,2,13000000351,9,Tardó un poco más de lo esperado
20250714,1187,2,13000000352,9,Muy conforme con la calidad
20250409,786,1,13000000353,6,Todo perfecto
20250223,1104,1,13000000354,6,Todo perfecto
20250730,505,2,13000000355,4,Volvería a comprar
20241113,436,1,13000000356,0,Atención muy buena
20250817,366,1,13000000357,5,Atención muy buena
20240517,829,2,13000000358,8,Tardó un poco más de lo esperado
20240411,570,1,13000000359,5,Atención muy buena
20240413,573,2,13000000360,10,Entrega rápida y producto excelente
20240413,63,1,13000000361,8,Todo perfecto
20250503,140,1,13000000362,10,Muy conforme con la calidad
20240307,650,2,13000000363,9,Volvería a comprar
20240529,558,1,13000000364,7,Volvería a comprar
20240518,498,2,13000000365,9,
20240527,1337,2,13000000366,10,Podría mejorar el empaque
20250406,192,1,13000000367,9,Volvería a comprar
20241007,523,1,13000000368,1,Tardó un poco más de lo esperado
20250506,1009,1,13000000369,5,Entrega rápida y producto excelente
20250310,1079,1,13000000370,8,Atención muy buena
20250530,809,1,13000000371,9,Podría mejorar el empaque
20240205,332,1,13000000372,8,Atención muy buena
20241110,397,1,13000000373,8,Tardó un poco más de lo esperado
20240212,950,2,13000000374,8,Tardó un poco más de lo esperado
20241227,950,1,13000000375,10,Todo perfecto
20240310,1071,1,13000000376,7,Tardó un poco más de lo esperado
20240810,27,1,13000000377,5,Atención muy buena
20240525,1063,1,13000000378,5,Muy conforme con la calidad
20240809,930,1,13000000379,10,Atención muy buena
20241114,1435,2,13000000380,1,Podría mejorar el empaque
20240408,258,2,13000000381,10,Atención muy buena
20240211,847,1,13000000382,4,Volvería a comprar
20240901,921,2,13000000383,10,Muy conforme con la calidad
20250111,1231,1,13000000384,7,Tardó un poco más de lo esperado
20250526,292,1,13000000385,10,Podría mejorar el empaque
20241019,325,2,13000000386,3,Volvería a comprar
20250311,921,2,13000000387,3,Atención muy buena
20250524,248,1,13000000388,2,
20240811,754,1,13000000389,8,
20240422,708,1,13000000390,9,
20250505,48,1,13000000391,6,Podría mejorar el empaque
20240505,786,2,13000000392,5,Atención muy buena
20240619,382,1,13000000393,4,
20250214,895,1,13000000394,6,Tardó un poco más de lo esperado
20250211,821,1,13000000395,7,Entrega rápida y producto excelente
20240315,1032,1,13000000396,9,Todo perfecto
20250510,1262,1,13000000397,1,Todo perfecto
20240821,153,1,13000000398,9,Muy conforme con la calidad
20250804,816,1,13000000399,1,Todo perfecto
20240207,237,1,13000000400,7,Todo perfecto
20240331,589,2,13000000401,10,Podría mejorar el empaque
20250814,249,2,13000000402,6,Atención muy buena
20241214,1130,2,13000000403,2,Volvería a comprar
20250623,455,1,13000000404,3,Volvería a comprar
20250323,1306,1,13000000405,0,Podría mejorar el empaque
20241127,1359,1,13000000406,9,Atención muy buena
20240918,696,1,13000000407,7,Volvería a comprar
20240906,867,1,13000000408,7,Todo perfecto
20241101,690,1,13000000409,10,Podría mejorar el empaque
20250316,14,1,13000000410,7,Volvería a comprar
20241212,259,2,13000000411,2,
20240123,334,1,13000000412,3,Todo perfecto
20240721,574,1,13000000413,9,Todo perfecto
20240530,716,1,13000000414,10,Volvería a comprar
20241216,204,2,13000000415,8,Todo perfecto
20250620,624,2,13000000416,10,Volvería a comprar
20240819,535,1,13000000417,9,Volvería a comprar
20240810,522,1,13000000418,7,Entrega rápida y producto excelente
20250415,589,1,13000000419,9,Tardó un poco más de lo esperado
20250112,1485,1,13000000420,9,Muy conforme con la calidad
20240824,544,1,13000000421,9,Volvería a comprar
20250104,253,1,13000000422,9,Atención muy buena
20240708,520,1,13000000423,8,Podría mejorar el empaque
20250216,1339,1,13000000424,8,Volvería a comprar
20240510,800,1,13000000425,10,Tardó un poco más de lo esperado
20240703,782,2,13000000426,9,Entrega rápida y producto excelente
20250831,488,2,13000000427,3,Tardó un poco más de lo esperado
20250212,1074,1,13000000428,6,Todo perfecto
20241226,789,2,13000000429,9,Muy conforme con la calidad
20250610,951,1,13000000430,3,Tardó un poco más de lo esperado
20250406,1210,1,13000000431,8,
20250424,977,2,13000000432,3,Volvería a comprar
20250825,489,2,13000000433,8,Tardó un poco más de lo esperado
20240609,1192,2,13000000434,9,Entrega rápida y producto excelente
20241011,1461,2,13000000435,5,Volvería a comprar
20250714,28,1,13000000436,6,Volvería a comprar
20240714,459,2,13000000437,9,
20240510,756,1,13000000438,2,Entrega rápida y producto excelente
20240122,1495,1,13000000439,8,Podría mejorar el empaque
20240307,584,1,13000000440,7,Todo perfecto
20251005,703,1,13000000441,2,Atención muy buena
20240121,1309,2,13000000442,7,Atención muy buena
20250601,323,2,13000000443,7,Muy conforme con la calidad
20250824,90,1,13000000444,8,Muy conforme con la calidad
20250113,761,1,13000000445,5,Tardó un poco más de lo esperado
20250426,999,1,13000000446,9,
20250405,85,1,13000000447,9,Entrega rápida y producto excelente
20250725,405,1,13000000448,8,Podría mejorar el empaque
20241124,336,2,13000000449,2,Muy conforme con la calidad
20240707,179,1,13000000450,9,Entrega rápida y producto excelente
20240506,682,2,13000000451,8,Entrega rápida y producto excelente
20250603,862,2,13000000452,8,Tardó un poco más de lo esperado
20250416,1218,1,13000000453,5,Todo perfecto
20250610,31,1,13000000454,7,Todo perfecto
20250311,154,1,13000000455,10,
20250726,1049,2,13000000456,10,Podría mejorar el empaque
20250607,586,1,13000000457,10,Atención muy buena
20240907,425,2,13000000458,10,Volvería a comprar
20240312,1235,1,13000000459,8,Podría mejorar el empaque
20240522,52,1,13000000460,10,Tardó un poco más de lo esperado
20250108,78,2,13000000461,3,Entrega rápida y producto excelente
20241215,405,1,13000000462,7,Entrega rápida y producto excelente
20250607,381,2,13000000463,7,Podría mejorar el empaque
20241002,284,1,13000000464,10,Podría mejorar el empaque
20240422,867,1,13000000465,0,Tardó un poco más de lo esperado
20240915,626,1,13000000466,8,
20241129,195,1,13000000467,9,Entrega rápida y producto excelente
20240604,467,1,13000000468,7,Tardó un poco más de lo esperado
20250302,1107,2,13000000469,7,Tardó un poco más de lo esperado
20240125,580,1,13000000470,8,Muy conforme con la calidad
20240402,942,2,13000000471,7,Todo perfecto
20250628,1354,2,13000000472,10,Podría mejorar el empaque
20240209,540,1,13000000473,4,Muy conforme con la calidad
20250723,1161,1,13000000474,6,Entrega rápida y producto excelente
20250809,895,1,13000000475,8,Todo perfecto
20240716,399,1,13000000476,6,
20250808,77,1,13000000477,10,Tardó un poco más de lo esperado
20250827,754,2,13000000478,0,
20240818,1253,1,13000000479,7,Podría mejorar el empaque
20240717,1117,1,13000000480,6,Muy conforme con la calidad
20250722,413,1,13000000481,6,Volvería a comprar
20250608,40,2,13000000482,8,Atención muy buena
20241009,403,1,13000000483,1,Entrega rápida y producto excelente
20240827,1482,1,13000000484,6,Todo perfecto
20241222,790,1,13000000485,9,Podría mejorar el empaque
20240822,891,1,13000000486,0,Entrega rápida y producto excelente
20250611,819,2,13000000487,7,Muy conforme con la calidad
20240513,474,2,13000000488,9,
20250408,1332,1,13000000489,8,Entrega rápida y producto excelente
20250730,305,1,13000000490,4,Todo perfecto
20240410,400,2,13000000491,7,Atención muy buena
20241129,415,2,13000000492,9,Todo perfecto
20240117,739,2,13000000493,9,Tardó un poco más de lo esperado
20241216,45,1,13000000494,4,Muy conforme con la calidad
20240401,584,2,13000000495,8,Todo perfecto
20250314,305,1,13000000496,9,Entrega rápida y producto excelente
20250828,1061,2,13000000497,4,Volvería a comprar
20250420,1051,2,13000000498,9,Todo perfecto
20250818,981,1,13000000499,8,Podría mejorar el empaque
20240127,381,1,13000000500,7,Entrega rápida y producto excelente
20240518,866,1,13000000501,2,Tardó un poco más de lo esperado
20240604,323,1,13000000502,9,Podría mejorar el empaque
20240504,1223,2,13000000503,8,Muy conforme con la calidad
20250630,728,2,13000000504,3,Podría mejorar el empaque
20240523,176,1,13000000505,8,Muy conforme con la calidad
20240327,620,1,13000000506,3,Atención muy buena
20241114,11,2,13000000507,8,Atención muy buena
20251002,866,1,13000000508,5,Podría mejorar el empaque
20240117,609,1,13000000509,9,Volvería a comprar
20250210,662,1,13000000510,6,Entrega rápida y producto excelente
20250321,1304,2,13000000511,3,Podría mejorar el empaque
20241024,1358,1,13000000512,5,Entrega rápida y producto excelente
20241003,1396,2,13000000513,8,Tardó un poco más de lo esperado
20241201,921,1,13000000514,7,Todo perfecto
20240325,193,2,13000000515,9,Todo perfecto
20250307,1366,1,13000000516,7,Podría mejorar el empaque
20241229,4,2,13000000517,8,
20240402,373,1,13000000518,4,Entrega rápida y producto excelente
20250617,3,2,13000000519,10,Todo perfecto
20250622,156,2,13000000520,2,Muy conforme con la calidad
20250926,1274,2,13000000521,6,Muy conforme con la calidad
20250425,1200,1,13000000522,9,Volvería a comprar
20240305,1271,2,13000000523,9,Podría mejorar el empaque
20250614,1089,1,13000000524,10,Todo perfecto
20250909,1399,2,13000000525,9,Entrega rápida y producto excelente
20240708,20,1,13000000526,8,Volvería a comprar
20241212,874,2,13000000527,9,Atención muy buena
20241018,919,2,13000000528,7,Tardó un poco más de lo esperado
20250803,885,1,13000000529,9,Podría mejorar el empaque
20240818,123,2,13000000530,2,Muy conforme con la calidad
20240813,301,1,13000000531,10,Todo perfecto
20240924,1172,1,13000000532,5,Todo perfecto
20240823,1334,2,13000000533,7,Todo perfecto
20250822,1462,2,13000000534,3,Volvería a comprar
20241209,1393,2,13000000535,8,Atención muy buena
20240423,1220,1,13000000536,10,Todo perfecto
20250411,1355,1,13000000537,0,Podría mejorar el empaque
20240114,27,2,13000000538,8,Tardó un poco más de lo esperado
20240701,921,1,13000000539,3,Volvería a comprar
20240316,1469,2,13000000540,9,Volvería a comprar
20250629,1228,1,13000000541,9,Muy conforme con la calidad
20240526,1123,2,13000000542,7,Tardó un poco más de lo esperado
20250907,125,1,13000000543,8,Entrega rápida y producto excelente
20241017,476,1,13000000544,9,
20250616,833,1,13000000545,5,Volvería a comprar
20240320,253,1,13000000546,10,Muy conforme con la calidad
20240824,398,1,13000000547,9,Podría mejorar el empaque
